"response_id","covid_restrictions_rating","covidclean_consideration"
"GEN24_1101734","1 - Not at all","1 - Never"
"GEN24_1101737","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101757","2 - Not very","2 - Sometimes"
"GEN24_1101773","1 - Not at all","1 - Never"
"GEN24_1101776","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101787","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101789","2 - Not very","3 - Most of the time"
"GEN24_1101792","1 - Not at all","1 - Never"
"GEN24_1101794","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101799","1 - Not at all","3 - Most of the time"
"GEN24_1101811","2 - Not very","1 - Never"
"GEN24_1101816","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1101817","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1101824","1 - Not at all","1 - Never"
"GEN24_1101827","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101831","1 - Not at all","4 - Always"
"GEN24_1101844","1 - Not at all","4 - Always"
"GEN24_1101851","1 - Not at all","1 - Never"
"GEN24_1101854","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101864","1 - Not at all","2 - Sometimes"
"GEN24_1101870","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101874","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101881","1 - Not at all","1 - Never"
"GEN24_1101887","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101891","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101892","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101895","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101901","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101907","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101910","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101918","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101919","4 - Very","Not sure"
"GEN24_1101928","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101929","1 - Not at all","1 - Never"
"GEN24_1101936","1 - Not at all","Not sure"
"GEN24_1101949","1 - Not at all","3 - Most of the time"
"GEN24_1101953","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1101957","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1101959","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1101966","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1101970","1 - Not at all","1 - Never"
"GEN24_1101998","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102004","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102012","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102014","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102016","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102024","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102025","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102027","2 - Not very","1 - Never"
"GEN24_1102031","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102034","2 - Not very","1 - Never"
"GEN24_1102036","1 - Not at all","1 - Never"
"GEN24_1102039","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102040","1 - Not at all","1 - Never"
"GEN24_1102052","4 - Very","Not sure"
"GEN24_1102054","1 - Not at all","1 - Never"
"GEN24_1102056","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102059","2 - Not very","4 - Always"
"GEN24_1102064","1 - Not at all","1 - Never"
"GEN24_1102078","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102082","1 - Not at all","1 - Never"
"GEN24_1102087","1 - Not at all","1 - Never"
"GEN24_1102090","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102096","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102109","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102114","1 - Not at all","1 - Never"
"GEN24_1102116","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102117","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102119","1 - Not at all","1 - Never"
"GEN24_1102141","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102144","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102150","1 - Not at all","1 - Never"
"GEN24_1102152","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102161","2 - Not very","Not sure"
"GEN24_1102164","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102166","2 - Not very","1 - Never"
"GEN24_1102182","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102186","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1102189","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102197","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102201","1 - Not at all","1 - Never"
"GEN24_1102202","1 - Not at all","1 - Never"
"GEN24_1102203","1 - Not at all","Not sure"
"GEN24_1102212","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102227","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102236","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102237","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102240","1 - Not at all","1 - Never"
"GEN24_1102254","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102259","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1102261","Don't know","Not sure"
"GEN24_1102268","1 - Not at all","1 - Never"
"GEN24_1102269","1 - Not at all","1 - Never"
"GEN24_1102287","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102292","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102297","1 - Not at all","Not sure"
"GEN24_1102298","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102300","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102309","1 - Not at all","1 - Never"
"GEN24_1102325","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102336","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102339","1 - Not at all","1 - Never"
"GEN24_1102342","1 - Not at all","1 - Never"
"GEN24_1102345","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102351","1 - Not at all","1 - Never"
"GEN24_1102354","2 - Not very","1 - Never"
"GEN24_1102357","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102362","1 - Not at all","1 - Never"
"GEN24_1102363","1 - Not at all","1 - Never"
"GEN24_1102368","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102369","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102372","1 - Not at all","1 - Never"
"GEN24_1102374","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102377","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102397","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102407","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102410","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102414","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102416","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102424","1 - Not at all","4 - Always"
"GEN24_1102431","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102437","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102450","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102453","1 - Not at all","1 - Never"
"GEN24_1102467","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102474","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102479","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102485","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102497","1 - Not at all","2 - Sometimes"
"GEN24_1102501","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102502","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102503","1 - Not at all","1 - Never"
"GEN24_1102504","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102507","3 - Fairly","3 - Most of the time"
"GEN24_1102512","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102520","1 - Not at all","1 - Never"
"GEN24_1102522","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102523","1 - Not at all","1 - Never"
"GEN24_1102526","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102528","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102529","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102532","1 - Not at all","1 - Never"
"GEN24_1102535","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102537","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102547","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102552","1 - Not at all","1 - Never"
"GEN24_1102559","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102565","1 - Not at all","1 - Never"
"GEN24_1102570","1 - Not at all","1 - Never"
"GEN24_1102576","1 - Not at all","1 - Never"
"GEN24_1102577","1 - Not at all","1 - Never"
"GEN24_1102578","1 - Not at all","1 - Never"
"GEN24_1102581","1 - Not at all","1 - Never"
"GEN24_1102594","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1102595","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102600","1 - Not at all","1 - Never"
"GEN24_1102604","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102610","1 - Not at all","3 - Most of the time"
"GEN24_1102620","1 - Not at all","1 - Never"
"GEN24_1102630","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102631","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102650","1 - Not at all","2 - Sometimes"
"GEN24_1102652","1 - Not at all","2 - Sometimes"
"GEN24_1102656","1 - Not at all","1 - Never"
"GEN24_1102667","1 - Not at all","2 - Sometimes"
"GEN24_1102670","1 - Not at all","1 - Never"
"GEN24_1102682","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102695","1 - Not at all","4 - Always"
"GEN24_1102708","1 - Not at all","1 - Never"
"GEN24_1102718","1 - Not at all","1 - Never"
"GEN24_1102751","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102758","3 - Fairly","3 - Most of the time"
"GEN24_1102759","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102761","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102762","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1102765","2 - Not very","1 - Never"
"GEN24_1102766","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102774","1 - Not at all","Not sure"
"GEN24_1102776","1 - Not at all","1 - Never"
"GEN24_1102780","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102788","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102790","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102792","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102793","1 - Not at all","1 - Never"
"GEN24_1102795","Don't know","1 - Never"
"GEN24_1102805","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102806","1 - Not at all","1 - Never"
"GEN24_1102810","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102830","1 - Not at all","1 - Never"
"GEN24_1102834","1 - Not at all","Not sure"
"GEN24_1102841","1 - Not at all","1 - Never"
"GEN24_1102844","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1102845","1 - Not at all","2 - Sometimes"
"GEN24_1102847","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102848","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102852","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102854","1 - Not at all","1 - Never"
"GEN24_1102856","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102858","2 - Not very","4 - Always"
"GEN24_1102869","1 - Not at all","1 - Never"
"GEN24_1102873","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102875","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102881","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102888","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102889","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102895","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102899","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102911","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102929","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1102932","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1102944","1 - Not at all","2 - Sometimes"
"GEN24_1102958","2 - Not very","1 - Never"
"GEN24_1102975","1 - Not at all","1 - Never"
"GEN24_1102977","1 - Not at all","1 - Never"
"GEN24_1102979","2 - Not very","Not sure"
"GEN24_1102987","3 - Fairly","1 - Never"
"GEN24_1102995","1 - Not at all","1 - Never"
"GEN24_1102999","1 - Not at all","1 - Never"
"GEN24_1103004","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103011","1 - Not at all","1 - Never"
"GEN24_1103012","1 - Not at all","1 - Never"
"GEN24_1103014","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103025","1 - Not at all","1 - Never"
"GEN24_1103035","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103036","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1103039","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103055","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103056","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103062","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103080","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103092","1 - Not at all","1 - Never"
"GEN24_1103093","1 - Not at all","1 - Never"
"GEN24_1103094","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103115","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103132","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103134","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103143","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103145","2 - Not very","Not sure"
"GEN24_1103147","1 - Not at all","1 - Never"
"GEN24_1103149","1 - Not at all","1 - Never"
"GEN24_1103155","1 - Not at all","1 - Never"
"GEN24_1103161","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103166","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103172","1 - Not at all","1 - Never"
"GEN24_1103207","1 - Not at all","1 - Never"
"GEN24_1103210","1 - Not at all","1 - Never"
"GEN24_1103222","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103224","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103227","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103238","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1103239","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103244","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103250","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1103251","1 - Not at all","1 - Never"
"GEN24_1103258","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103259","1 - Not at all","1 - Never"
"GEN24_1103261","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103271","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103273","1 - Not at all","1 - Never"
"GEN24_1103298","1 - Not at all","1 - Never"
"GEN24_1103304","1 - Not at all","3 - Most of the time"
"GEN24_1103306","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1103307","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103334","1 - Not at all","1 - Never"
"GEN24_1103338","1 - Not at all","1 - Never"
"GEN24_1103340","1 - Not at all","1 - Never"
"GEN24_1103342","1 - Not at all","Not sure"
"GEN24_1103344","1 - Not at all","1 - Never"
"GEN24_1103356","1 - Not at all","1 - Never"
"GEN24_1103362","1 - Not at all","Not sure"
"GEN24_1103369","1 - Not at all","2 - Sometimes"
"GEN24_1103376","1 - Not at all","1 - Never"
"GEN24_1103401","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103419","1 - Not at all","3 - Most of the time"
"GEN24_1103427","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103428","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103430","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1103431","1 - Not at all","3 - Most of the time"
"GEN24_1103433","1 - Not at all","1 - Never"
"GEN24_1103435","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103447","1 - Not at all","1 - Never"
"GEN24_1103449","1 - Not at all","1 - Never"
"GEN24_1103455","1 - Not at all","1 - Never"
"GEN24_1103456","1 - Not at all","1 - Never"
"GEN24_1103465","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103467","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103468","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103477","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103480","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103485","1 - Not at all","1 - Never"
"GEN24_1103490","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103492","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103497","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1103500","Don't know","Not sure"
"GEN24_1103512","1 - Not at all","3 - Most of the time"
"GEN24_1103515","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103518","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103519","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103520","1 - Not at all","2 - Sometimes"
"GEN24_1103521","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1103541","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1103546","1 - Not at all","1 - Never"
"GEN24_1103550","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103560","1 - Not at all","1 - Never"
"GEN24_1103564","1 - Not at all","1 - Never"
"GEN24_1103568","2 - Not very","4 - Always"
"GEN24_1103575","1 - Not at all","1 - Never"
"GEN24_1103586","1 - Not at all","1 - Never"
"GEN24_1103588","1 - Not at all","1 - Never"
"GEN24_1103589","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103596","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1103598","1 - Not at all","Not sure"
"GEN24_1103599","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103604","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1103613","1 - Not at all","Not sure"
"GEN24_1103625","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103630","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1103637","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103645","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103647","1 - Not at all","1 - Never"
"GEN24_1103653","1 - Not at all","Not sure"
"GEN24_1103674","1 - Not at all","1 - Never"
"GEN24_1103683","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103688","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103690","1 - Not at all","1 - Never"
"GEN24_1103693","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103696","1 - Not at all","1 - Never"
"GEN24_1103698","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103700","2 - Not very","1 - Never"
"GEN24_1103701","1 - Not at all","Not sure"
"GEN24_1103702","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103707","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103716","1 - Not at all","1 - Never"
"GEN24_1103717","1 - Not at all","1 - Never"
"GEN24_1103723","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103724","1 - Not at all","1 - Never"
"GEN24_1103734","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1103746","1 - Not at all","1 - Never"
"GEN24_1103753","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103759","Don't know","Not sure"
"GEN24_1103761","1 - Not at all","1 - Never"
"GEN24_1103780","1 - Not at all","1 - Never"
"GEN24_1103800","2 - Not very","4 - Always"
"GEN24_1103802","4 - Very","4 - Always"
"GEN24_1103807","1 - Not at all","Not sure"
"GEN24_1103809","2 - Not very","2 - Sometimes"
"GEN24_1103814","1 - Not at all","3 - Most of the time"
"GEN24_1103815","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103820","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103821","1 - Not at all","1 - Never"
"GEN24_1103827","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103831","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103833","1 - Not at all","1 - Never"
"GEN24_1103837","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103841","1 - Not at all","1 - Never"
"GEN24_1103851","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103861","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103862","1 - Not at all","1 - Never"
"GEN24_1103868","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103882","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103884","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103910","1 - Not at all","Not sure"
"GEN24_1103913","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103916","1 - Not at all","1 - Never"
"GEN24_1103925","1 - Not at all","1 - Never"
"GEN24_1103930","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1103934","1 - Not at all","1 - Never"
"GEN24_1103938","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1103947","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103951","Don't know","Not sure"
"GEN24_1103965","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103969","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103973","1 - Not at all","Not sure"
"GEN24_1103974","1 - Not at all","Not sure"
"GEN24_1103976","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1103988","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104009","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1104013","1 - Not at all","1 - Never"
"GEN24_1104015","1 - Not at all","1 - Never"
"GEN24_1104037","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104039","1 - Not at all","1 - Never"
"GEN24_1104044","1 - Not at all","1 - Never"
"GEN24_1104047","1 - Not at all","1 - Never"
"GEN24_1104049","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104056","1 - Not at all","1 - Never"
"GEN24_1104063","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1104068","4 - Very","Not sure"
"GEN24_1104074","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104078","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104081","2 - Not very","Not sure"
"GEN24_1104082","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104085","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104107","1 - Not at all","1 - Never"
"GEN24_1104108","1 - Not at all","1 - Never"
"GEN24_1104109","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104110","1 - Not at all","1 - Never"
"GEN24_1104117","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104120","3 - Fairly","2 - Sometimes"
"GEN24_1104124","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1104131","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104133","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104143","1 - Not at all","1 - Never"
"GEN24_1104150","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104154","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104156","2 - Not very","1 - Never"
"GEN24_1104159","1 - Not at all","1 - Never"
"GEN24_1104161","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104163","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104164","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104165","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104168","1 - Not at all","1 - Never"
"GEN24_1104174","4 - Very","Not sure"
"GEN24_1104175","1 - Not at all","Not sure"
"GEN24_1104179","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1104180","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104207","1 - Not at all","1 - Never"
"GEN24_1104220","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104222","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1104225","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1104226","1 - Not at all","1 - Never"
"GEN24_1104231","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104244","1 - Not at all","1 - Never"
"GEN24_1104246","1 - Not at all","Not sure"
"GEN24_1104248","1 - Not at all","1 - Never"
"GEN24_1104251","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104256","1 - Not at all","1 - Never"
"GEN24_1104257","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104261","Don't know","1 - Never"
"GEN24_1104264","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104269","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104270","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104304","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104305","1 - Not at all","3 - Most of the time"
"GEN24_1104333","1 - Not at all","Not sure"
"GEN24_1104354","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104357","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104359","1 - Not at all","1 - Never"
"GEN24_1104361","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104364","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104381","1 - Not at all","1 - Never"
"GEN24_1104389","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104406","2 - Not very","1 - Never"
"GEN24_1104408","2 - Not very","1 - Never"
"GEN24_1104439","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104452","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104455","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104457","1 - Not at all","1 - Never"
"GEN24_1104468","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104470","1 - Not at all","1 - Never"
"GEN24_1104474","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104489","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104491","1 - Not at all","1 - Never"
"GEN24_1104494","1 - Not at all","1 - Never"
