"response_id","drive_yourself","driving_information"
"GEN24_1085746","Yes","I did not receive any information"
"GEN24_1085756","Yes","Before arriving in New Zealand"
"GEN24_1085756","Yes","While in New Zealand"
"GEN24_1085757","No",NA
"GEN24_1085759","No",NA
"GEN24_1085766","Yes","Before arriving in New Zealand"
"GEN24_1085773","Yes","I did not receive any information"
"GEN24_1085777","Yes","Before arriving in New Zealand"
"GEN24_1085786","Yes","While in New Zealand"
"GEN24_1085787","Yes","Before arriving in New Zealand"
"GEN24_1085789","No",NA
"GEN24_1085793","Yes","Before arriving in New Zealand"
"GEN24_1085793","Yes","While in New Zealand"
"GEN24_1085798","Yes","I did not receive any information"
"GEN24_1085806","Yes","While in New Zealand"
"GEN24_1085807","No",NA
"GEN24_1085828","Yes","While in New Zealand"
"GEN24_1085836","Yes","Before arriving in New Zealand"
"GEN24_1085846","No",NA
"GEN24_1085860","Yes","I did not receive any information"
"GEN24_1085884","Yes","Before arriving in New Zealand"
"GEN24_1085893","Yes","Before arriving in New Zealand"
"GEN24_1085902","No",NA
"GEN24_1085903","No",NA
"GEN24_1085906","Yes","While in New Zealand"
"GEN24_1085921","Yes","Before arriving in New Zealand"
"GEN24_1085921","Yes","While in New Zealand"
"GEN24_1085938","Yes","While in New Zealand"
"GEN24_1085942","Yes","Before arriving in New Zealand"
"GEN24_1085942","Yes","While in New Zealand"
"GEN24_1085958","No",NA
"GEN24_1085961","Yes","I did not receive any information"
"GEN24_1085964","Yes","While in New Zealand"
"GEN24_1085971","No",NA
"GEN24_1085977","Yes","Before arriving in New Zealand"
"GEN24_1085977","Yes","While in New Zealand"
"GEN24_1085978","Yes","I did not receive any information"
"GEN24_1085994","Yes","I did not receive any information"
"GEN24_1085999","Yes","I did not receive any information"
"GEN24_1086053","Yes","While in New Zealand"
"GEN24_1086055","No",NA
"GEN24_1086088","No",NA
"GEN24_1086092","Yes","Before arriving in New Zealand"
"GEN24_1086117","Yes","While in New Zealand"
"GEN24_1086119","No",NA
"GEN24_1086123","Yes","I did not receive any information"
"GEN24_1086130","No",NA
"GEN24_1086131","No",NA
"GEN24_1086140","No",NA
"GEN24_1086208","Yes","I did not receive any information"
"GEN24_1086214","Yes","Before arriving in New Zealand"
"GEN24_1086214","Yes","While in New Zealand"
"GEN24_1086219","No",NA
"GEN24_1086241","Yes","I did not receive any information"
"GEN24_1086242","Yes","Before arriving in New Zealand"
"GEN24_1086244","Yes","Before arriving in New Zealand"
"GEN24_1086249","Yes","I did not receive any information"
"GEN24_1086252","No",NA
"GEN24_1086255","Yes","I did not receive any information"
"GEN24_1086264","No",NA
"GEN24_1086268","No",NA
"GEN24_1086273","Yes","While in New Zealand"
"GEN24_1086276","No",NA
"GEN24_1086286","Yes","I did not receive any information"
"GEN24_1086289","Yes","I did not receive any information"
"GEN24_1086293","No",NA
"GEN24_1086296","Yes","Before arriving in New Zealand"
"GEN24_1086307","No",NA
"GEN24_1086313","No",NA
"GEN24_1086321","Yes","Before arriving in New Zealand"
"GEN24_1086322","Yes","Before arriving in New Zealand"
"GEN24_1086330","Yes","I did not receive any information"
"GEN24_1086346","Yes","Before arriving in New Zealand"
"GEN24_1086360","Yes","I did not receive any information"
"GEN24_1086363","Yes","Before arriving in New Zealand"
"GEN24_1086363","Yes","While in New Zealand"
"GEN24_1086406","Yes","I did not receive any information"
"GEN24_1086441","Yes","I did not receive any information"
"GEN24_1086451","Yes","While in New Zealand"
"GEN24_1086452","Yes","While in New Zealand"
"GEN24_1086453","Yes","I did not receive any information"
"GEN24_1086454","Yes","Before arriving in New Zealand"
"GEN24_1086467","No",NA
"GEN24_1086482","Yes","Before arriving in New Zealand"
"GEN24_1086482","Yes","While in New Zealand"
"GEN24_1086488","Yes","I did not receive any information"
"GEN24_1086499","Yes","While in New Zealand"
"GEN24_1086502","Yes","I did not receive any information"
"GEN24_1086504","Yes","Before arriving in New Zealand"
"GEN24_1086523","No",NA
"GEN24_1086536","Yes","I did not receive any information"
"GEN24_1086544","No",NA
"GEN24_1086547","Yes","While in New Zealand"
"GEN24_1086561","Yes","Before arriving in New Zealand"
"GEN24_1086562","Yes","Before arriving in New Zealand"
"GEN24_1086572","No",NA
"GEN24_1086599","No",NA
"GEN24_1086605","Yes","I did not receive any information"
"GEN24_1086611","No",NA
"GEN24_1086619","Yes","I did not receive any information"
"GEN24_1086632","Yes","Before arriving in New Zealand"
"GEN24_1086643","Yes","I did not receive any information"
"GEN24_1086650","Yes","I did not receive any information"
"GEN24_1086652","Yes","I did not receive any information"
"GEN24_1086654","Yes","Before arriving in New Zealand"
"GEN24_1086654","Yes","While in New Zealand"
"GEN24_1086656","No",NA
"GEN24_1086659","No",NA
"GEN24_1086673","Yes","While in New Zealand"
"GEN24_1086676","Yes","I did not receive any information"
"GEN24_1086682","Yes","I did not receive any information"
"GEN24_1086688","No",NA
"GEN24_1086694","No",NA
"GEN24_1086695","Yes","I did not receive any information"
"GEN24_1086696","Yes","Before arriving in New Zealand"
"GEN24_1086696","Yes","While in New Zealand"
"GEN24_1086700","Yes","Before arriving in New Zealand"
"GEN24_1086700","Yes","While in New Zealand"
"GEN24_1086707","Yes","I did not receive any information"
"GEN24_1086715","No",NA
"GEN24_1086722","Yes","Before arriving in New Zealand"
"GEN24_1086722","Yes","While in New Zealand"
"GEN24_1086725","Yes","I did not receive any information"
"GEN24_1086731","No",NA
"GEN24_1086739","No",NA
"GEN24_1086740","No",NA
"GEN24_1086758","Yes","Before arriving in New Zealand"
"GEN24_1086760","Yes","I did not receive any information"
"GEN24_1086778","No",NA
"GEN24_1086798","No",NA
"GEN24_1086813","No",NA
"GEN24_1086823","No",NA
"GEN24_1086833","Yes","Before arriving in New Zealand"
"GEN24_1086839","No",NA
"GEN24_1086843","Yes","I did not receive any information"
"GEN24_1086847","Yes","I did not receive any information"
"GEN24_1086851","No",NA
"GEN24_1086855","No",NA
"GEN24_1086858","No",NA
"GEN24_1086871","Yes","Before arriving in New Zealand"
"GEN24_1086872","No",NA
"GEN24_1086873","No",NA
"GEN24_1086875","Yes","Before arriving in New Zealand"
"GEN24_1086875","Yes","While in New Zealand"
"GEN24_1086876","No",NA
"GEN24_1086878","Yes","While in New Zealand"
"GEN24_1086894","Yes","While in New Zealand"
"GEN24_1086908","Yes","While in New Zealand"
"GEN24_1086932","Yes","While in New Zealand"
"GEN24_1086948","Yes","I did not receive any information"
"GEN24_1086950","Yes","While in New Zealand"
"GEN24_1086952","Yes","I did not receive any information"
"GEN24_1086960","No",NA
"GEN24_1086965","Yes","Before arriving in New Zealand"
"GEN24_1086965","Yes","While in New Zealand"
"GEN24_1086968","Yes","While in New Zealand"
"GEN24_1086973","No",NA
"GEN24_1086975","Yes","Before arriving in New Zealand"
"GEN24_1086998","Yes","I did not receive any information"
"GEN24_1087002","Yes","Before arriving in New Zealand"
"GEN24_1087004","Yes","I did not receive any information"
"GEN24_1087022","Yes","Before arriving in New Zealand"
"GEN24_1087027","Yes","I did not receive any information"
"GEN24_1087034","Yes","Before arriving in New Zealand"
"GEN24_1087044","Yes","I did not receive any information"
"GEN24_1087049","Yes","Before arriving in New Zealand"
"GEN24_1087050","Yes","Before arriving in New Zealand"
"GEN24_1087051","No",NA
"GEN24_1087052","No",NA
"GEN24_1087055","Yes","I did not receive any information"
"GEN24_1087057","Yes","Before arriving in New Zealand"
"GEN24_1087061","Yes","I did not receive any information"
"GEN24_1087064","Yes","I did not receive any information"
"GEN24_1087065","Yes","I did not receive any information"
"GEN24_1087070","No",NA
"GEN24_1087087","Yes","I did not receive any information"
"GEN24_1087102","Yes","Before arriving in New Zealand"
"GEN24_1087132","Yes","While in New Zealand"
"GEN24_1087140","Yes","While in New Zealand"
"GEN24_1087141","No",NA
"GEN24_1087142","Yes","Before arriving in New Zealand"
"GEN24_1087144","No",NA
"GEN24_1087169","Yes","I did not receive any information"
"GEN24_1087181","No",NA
"GEN24_1087183","Yes","I did not receive any information"
"GEN24_1087184","Yes","While in New Zealand"
"GEN24_1087197","No",NA
"GEN24_1087215","Yes","Before arriving in New Zealand"
"GEN24_1087230","No",NA
"GEN24_1087247","Yes","I did not receive any information"
"GEN24_1087253","Yes","I did not receive any information"
"GEN24_1087263","No",NA
"GEN24_1087269","No",NA
"GEN24_1087291","Yes","I did not receive any information"
"GEN24_1087307","Yes","Before arriving in New Zealand"
"GEN24_1087307","Yes","While in New Zealand"
"GEN24_1087312","Yes","While in New Zealand"
"GEN24_1087324","Yes","While in New Zealand"
"GEN24_1087363","Yes","Before arriving in New Zealand"
"GEN24_1087369","Yes","Before arriving in New Zealand"
"GEN24_1087372","Yes","Before arriving in New Zealand"
"GEN24_1087374","No",NA
"GEN24_1087391","Yes","Before arriving in New Zealand"
"GEN24_1087401","No",NA
"GEN24_1087430","Yes","Before arriving in New Zealand"
"GEN24_1087431","No",NA
"GEN24_1087443","Yes","While in New Zealand"
"GEN24_1087488","Yes","Before arriving in New Zealand"
"GEN24_1087504","No",NA
"GEN24_1087515","Yes","I did not receive any information"
"GEN24_1087531","Yes","I did not receive any information"
"GEN24_1087532","No",NA
"GEN24_1087542","Yes","I did not receive any information"
"GEN24_1087558","Yes","Before arriving in New Zealand"
"GEN24_1087558","Yes","While in New Zealand"
"GEN24_1087568","Yes","While in New Zealand"
"GEN24_1087602","Yes","I did not receive any information"
"GEN24_1087605","Yes","I did not receive any information"
"GEN24_1087619","Yes","Before arriving in New Zealand"
"GEN24_1087625","No",NA
"GEN24_1087630","Yes","I did not receive any information"
"GEN24_1087631","Yes","While in New Zealand"
"GEN24_1087634","Yes","I did not receive any information"
"GEN24_1087635","Yes","Before arriving in New Zealand"
"GEN24_1087638","No",NA
"GEN24_1087661","No",NA
"GEN24_1087681","No",NA
"GEN24_1087685","No",NA
"GEN24_1087696","Yes","Before arriving in New Zealand"
"GEN24_1087698","No",NA
"GEN24_1087701","Yes","Before arriving in New Zealand"
"GEN24_1087723","Yes","While in New Zealand"
"GEN24_1087725","No",NA
"GEN24_1087729","Yes","I did not receive any information"
"GEN24_1087733","Yes","Before arriving in New Zealand"
"GEN24_1087735","Yes","While in New Zealand"
"GEN24_1087740","No",NA
"GEN24_1087741","Yes","I did not receive any information"
"GEN24_1087746","No",NA
"GEN24_1087747","Yes","While in New Zealand"
"GEN24_1087748","Yes","I did not receive any information"
"GEN24_1087763","No",NA
"GEN24_1087764","No",NA
"GEN24_1087772","Yes","While in New Zealand"
"GEN24_1087778","Yes","I did not receive any information"
"GEN24_1087781","Yes","Before arriving in New Zealand"
"GEN24_1087781","Yes","While in New Zealand"
"GEN24_1087783","Yes","I did not receive any information"
"GEN24_1087793","No",NA
"GEN24_1087824","Yes","Before arriving in New Zealand"
"GEN24_1087827","No",NA
"GEN24_1087854","Yes","I did not receive any information"
"GEN24_1087868","Yes","While in New Zealand"
"GEN24_1087869","No",NA
"GEN24_1087872","No",NA
"GEN24_1087874","Yes","Before arriving in New Zealand"
"GEN24_1087875","No",NA
"GEN24_1087890","Yes","Before arriving in New Zealand"
"GEN24_1087893","Yes","Before arriving in New Zealand"
"GEN24_1087893","Yes","While in New Zealand"
"GEN24_1087899","Yes","While in New Zealand"
"GEN24_1087905","Yes","I did not receive any information"
"GEN24_1087912","Yes","While in New Zealand"
"GEN24_1087914","Yes","I did not receive any information"
"GEN24_1087916","Yes","Before arriving in New Zealand"
"GEN24_1087931","No",NA
"GEN24_1087938","Yes","While in New Zealand"
"GEN24_1087940","Yes","Before arriving in New Zealand"
"GEN24_1087940","Yes","While in New Zealand"
"GEN24_1087983","No",NA
"GEN24_1087989","Yes","While in New Zealand"
"GEN24_1088025","Yes","I did not receive any information"
"GEN24_1088039","Yes","Before arriving in New Zealand"
"GEN24_1088039","Yes","While in New Zealand"
"GEN24_1088041","Yes","I did not receive any information"
"GEN24_1088051","Yes","Before arriving in New Zealand"
"GEN24_1088051","Yes","While in New Zealand"
"GEN24_1088062","Yes","While in New Zealand"
"GEN24_1088067","No",NA
"GEN24_1088070","Yes","I did not receive any information"
"GEN24_1088076","No",NA
"GEN24_1088078","Yes","Before arriving in New Zealand"
"GEN24_1088080","Yes","While in New Zealand"
"GEN24_1088085","Yes","Before arriving in New Zealand"
"GEN24_1088092","Yes","I did not receive any information"
"GEN24_1088103","No",NA
"GEN24_1088113","No",NA
"GEN24_1088135","Yes","Before arriving in New Zealand"
"GEN24_1088146","Yes","I did not receive any information"
"GEN24_1088149","No",NA
"GEN24_1088220","No",NA
"GEN24_1088222","Yes","Before arriving in New Zealand"
"GEN24_1088223","Yes","I did not receive any information"
"GEN24_1088232","Yes","I did not receive any information"
"GEN24_1088256","Yes","Before arriving in New Zealand"
"GEN24_1088265","No",NA
"GEN24_1088267","No",NA
"GEN24_1088272","No",NA
"GEN24_1088287","Yes","I did not receive any information"
"GEN24_1088288","Yes","Before arriving in New Zealand"
"GEN24_1088288","Yes","While in New Zealand"
"GEN24_1088296","Yes","Before arriving in New Zealand"
"GEN24_1088297","Yes","I did not receive any information"
"GEN24_1088299","No",NA
"GEN24_1088334","No",NA
"GEN24_1088339","Yes","Before arriving in New Zealand"
"GEN24_1088342","Yes","While in New Zealand"
"GEN24_1088361","Yes","I did not receive any information"
"GEN24_1088373","No",NA
"GEN24_1088382","No",NA
"GEN24_1088418","Yes","I did not receive any information"
"GEN24_1088422","Yes","I did not receive any information"
"GEN24_1088435","No",NA
"GEN24_1088443","No",NA
"GEN24_1088452","Yes","While in New Zealand"
"GEN24_1088454","Yes","I did not receive any information"
"GEN24_1088461","Yes","Before arriving in New Zealand"
"GEN24_1088461","Yes","While in New Zealand"
"GEN24_1088466","Yes","Before arriving in New Zealand"
"GEN24_1088467","No",NA
"GEN24_1088468","Yes","Before arriving in New Zealand"
"GEN24_1088468","Yes","While in New Zealand"
"GEN24_1088478","Yes","While in New Zealand"
"GEN24_1088484","Yes","I did not receive any information"
"GEN24_1088485","No",NA
"GEN24_1088490","Yes","I did not receive any information"
"GEN24_1088504","Yes","Before arriving in New Zealand"
"GEN24_1088517","Yes","Before arriving in New Zealand"
"GEN24_1088521","No",NA
"GEN24_1088534","Yes","Before arriving in New Zealand"
"GEN24_1088535","Yes","Before arriving in New Zealand"
"GEN24_1088538","Yes","Before arriving in New Zealand"
"GEN24_1088540","Yes","I did not receive any information"
"GEN24_1088548","No",NA
"GEN24_1088563","Yes","I did not receive any information"
"GEN24_1088569","No",NA
"GEN24_1088573","Yes","Before arriving in New Zealand"
"GEN24_1088573","Yes","While in New Zealand"
"GEN24_1088592","No",NA
"GEN24_1088628","Yes","I did not receive any information"
"GEN24_1088638","Yes","Before arriving in New Zealand"
"GEN24_1088644","No",NA
"GEN24_1088645","Yes","Before arriving in New Zealand"
"GEN24_1088648","No",NA
"GEN24_1088652","Yes","Before arriving in New Zealand"
"GEN24_1088655","Yes","I did not receive any information"
"GEN24_1088663","No",NA
"GEN24_1088674","No",NA
"GEN24_1088677","Yes","Before arriving in New Zealand"
"GEN24_1088680","Yes","While in New Zealand"
"GEN24_1088684","No",NA
"GEN24_1088695","Yes","While in New Zealand"
"GEN24_1088696","Yes","Before arriving in New Zealand"
"GEN24_1088700","Yes","I did not receive any information"
"GEN24_1088702","Yes","Before arriving in New Zealand"
"GEN24_1088704","Yes","Before arriving in New Zealand"
"GEN24_1088704","Yes","While in New Zealand"
"GEN24_1088705","Yes","I did not receive any information"
"GEN24_1088732","Yes","I did not receive any information"
"GEN24_1088756","Yes","I did not receive any information"
"GEN24_1088758","No",NA
"GEN24_1088765","Yes","Before arriving in New Zealand"
"GEN24_1088769","Yes","I did not receive any information"
"GEN24_1088779","Yes","I did not receive any information"
"GEN24_1088780","No",NA
"GEN24_1088781","Yes","Before arriving in New Zealand"
"GEN24_1088782","No",NA
"GEN24_1088790","No",NA
"GEN24_1088791","Yes","Before arriving in New Zealand"
"GEN24_1088828","Yes","Before arriving in New Zealand"
"GEN24_1088840","Yes","Before arriving in New Zealand"
"GEN24_1088841","Yes","Before arriving in New Zealand"
"GEN24_1088846","No",NA
"GEN24_1088849","Yes","Before arriving in New Zealand"
"GEN24_1088860","Yes","While in New Zealand"
"GEN24_1088881","Yes","Before arriving in New Zealand"
"GEN24_1088888","Yes","Before arriving in New Zealand"
"GEN24_1088888","Yes","While in New Zealand"
"GEN24_1088904","No",NA
"GEN24_1088914","Yes","I did not receive any information"
"GEN24_1088918","Yes","Before arriving in New Zealand"
"GEN24_1088918","Yes","While in New Zealand"
"GEN24_1088920","Yes","Before arriving in New Zealand"
"GEN24_1088928","Yes","Before arriving in New Zealand"
"GEN24_1088933","Yes","I did not receive any information"
"GEN24_1088934","No",NA
"GEN24_1088937","Yes","Before arriving in New Zealand"
"GEN24_1088953","Yes","Before arriving in New Zealand"
"GEN24_1088958","No",NA
"GEN24_1088961","Yes","While in New Zealand"
"GEN24_1088964","Yes","I did not receive any information"
"GEN24_1088994","Yes","Before arriving in New Zealand"
"GEN24_1088999","Yes","Before arriving in New Zealand"
"GEN24_1088999","Yes","While in New Zealand"
"GEN24_1089000","No",NA
"GEN24_1089017","No",NA
"GEN24_1089043","No",NA
"GEN24_1089051","Yes","Before arriving in New Zealand"
"GEN24_1089059","Yes","I did not receive any information"
"GEN24_1089062","No",NA
"GEN24_1089067","No",NA
"GEN24_1089071","Yes","While in New Zealand"
"GEN24_1089073","Yes","While in New Zealand"
"GEN24_1089075","Yes","I did not receive any information"
"GEN24_1089084","Yes","I did not receive any information"
"GEN24_1089092","Yes","Before arriving in New Zealand"
"GEN24_1089093","No",NA
"GEN24_1089097","No",NA
"GEN24_1089109","Yes","I did not receive any information"
"GEN24_1089128","Yes","I did not receive any information"
"GEN24_1089129","Yes","I did not receive any information"
"GEN24_1089148","Yes","I did not receive any information"
"GEN24_1089157","No",NA
"GEN24_1089166","Yes","While in New Zealand"
"GEN24_1089180","Yes","Before arriving in New Zealand"
"GEN24_1089183","Yes","I did not receive any information"
"GEN24_1089189","Yes","Before arriving in New Zealand"
"GEN24_1089189","Yes","While in New Zealand"
"GEN24_1089195","Yes","Before arriving in New Zealand"
"GEN24_1089229","Yes","Before arriving in New Zealand"
"GEN24_1089229","Yes","While in New Zealand"
"GEN24_1089258","No",NA
"GEN24_1089267","Yes","Before arriving in New Zealand"
"GEN24_1089267","Yes","While in New Zealand"
"GEN24_1089270","No",NA
"GEN24_1089278","No",NA
"GEN24_1089279","Yes","While in New Zealand"
"GEN24_1089280","No",NA
"GEN24_1089283","Yes","While in New Zealand"
"GEN24_1089284","Yes","I did not receive any information"
"GEN24_1089296","No",NA
"GEN24_1089304","No",NA
"GEN24_1089307","No",NA
"GEN24_1089319","No",NA
"GEN24_1089327","Yes","While in New Zealand"
"GEN24_1089330","Yes","I did not receive any information"
"GEN24_1089344","Yes","Before arriving in New Zealand"
"GEN24_1089351","No",NA
"GEN24_1089359","No",NA
"GEN24_1089389","No",NA
"GEN24_1089396","Yes","While in New Zealand"
"GEN24_1089409","Yes","While in New Zealand"
"GEN24_1089410","Yes","Before arriving in New Zealand"
"GEN24_1089418","No",NA
"GEN24_1089424","Yes","I did not receive any information"
"GEN24_1089425","Yes","I did not receive any information"
"GEN24_1089429","Yes","I did not receive any information"
"GEN24_1089431","Yes","I did not receive any information"
"GEN24_1089438","No",NA
"GEN24_1089443","Yes","I did not receive any information"
"GEN24_1089446","No",NA
"GEN24_1089447","Yes","I did not receive any information"
"GEN24_1089452","No",NA
"GEN24_1089453","No",NA
"GEN24_1089467","Yes","I did not receive any information"
"GEN24_1089470","Yes","While in New Zealand"
"GEN24_1089471","Yes","Before arriving in New Zealand"
"GEN24_1089471","Yes","While in New Zealand"
"GEN24_1089473","Yes","I did not receive any information"
"GEN24_1089475","No",NA
"GEN24_1089477","Yes","I did not receive any information"
"GEN24_1089478","Yes","Before arriving in New Zealand"
"GEN24_1089478","Yes","While in New Zealand"
"GEN24_1089483","Yes","Before arriving in New Zealand"
"GEN24_1089483","Yes","While in New Zealand"
"GEN24_1089497","No",NA
"GEN24_1089505","Yes","While in New Zealand"
"GEN24_1089512","No",NA
"GEN24_1089515","Yes","I did not receive any information"
"GEN24_1089522","Yes","I did not receive any information"
"GEN24_1089523","Yes","Before arriving in New Zealand"
"GEN24_1089529","Yes","I did not receive any information"
"GEN24_1089533","No",NA
"GEN24_1089534","Yes","Before arriving in New Zealand"
"GEN24_1089534","Yes","While in New Zealand"
"GEN24_1089552","Yes","Before arriving in New Zealand"
"GEN24_1089560","Yes","I did not receive any information"
"GEN24_1089561","Yes","I did not receive any information"
"GEN24_1089572","Yes","I did not receive any information"
"GEN24_1089601","Yes","Before arriving in New Zealand"
"GEN24_1089602","No",NA
"GEN24_1089603","Yes","While in New Zealand"
"GEN24_1089604","Yes","Before arriving in New Zealand"
"GEN24_1089623","Yes","I did not receive any information"
"GEN24_1089630","Yes","I did not receive any information"
"GEN24_1089639","Yes","Before arriving in New Zealand"
"GEN24_1089644","Yes","While in New Zealand"
"GEN24_1089658","Yes","I did not receive any information"
"GEN24_1089660","Yes","Before arriving in New Zealand"
"GEN24_1089660","Yes","While in New Zealand"
"GEN24_1089666","No",NA
"GEN24_1089671","Yes","I did not receive any information"
"GEN24_1089677","Yes","Before arriving in New Zealand"
"GEN24_1089690","Yes","Before arriving in New Zealand"
"GEN24_1089695","Yes","I did not receive any information"
"GEN24_1089697","Yes","I did not receive any information"
"GEN24_1089702","Yes","Before arriving in New Zealand"
"GEN24_1089716","No",NA
"GEN24_1089723","No",NA
"GEN24_1089748","No",NA
"GEN24_1089749","No",NA
"GEN24_1089776","Yes","While in New Zealand"
"GEN24_1089779","Yes","I did not receive any information"
"GEN24_1089793","Yes","While in New Zealand"
"GEN24_1089806","No",NA
"GEN24_1089807","Yes","Before arriving in New Zealand"
"GEN24_1089818","No",NA
"GEN24_1089822","Yes","Before arriving in New Zealand"
"GEN24_1089836","No",NA
"GEN24_1089853","Yes","While in New Zealand"
"GEN24_1089857","Yes","I did not receive any information"
"GEN24_1089858","Yes","Before arriving in New Zealand"
"GEN24_1089861","No",NA
"GEN24_1089892","Yes","Before arriving in New Zealand"
"GEN24_1089894","No",NA
"GEN24_1089895","Yes","Before arriving in New Zealand"
"GEN24_1089903","Yes","I did not receive any information"
"GEN24_1089907","Yes","While in New Zealand"
"GEN24_1089908","Yes","I did not receive any information"
"GEN24_1089916","Yes","Before arriving in New Zealand"
"GEN24_1089916","Yes","While in New Zealand"
"GEN24_1089918","No",NA
"GEN24_1089931","Yes","I did not receive any information"
"GEN24_1089932","Yes","I did not receive any information"
"GEN24_1089934","Yes","I did not receive any information"
"GEN24_1089960","Yes","Before arriving in New Zealand"
"GEN24_1090011","Yes","Before arriving in New Zealand"
"GEN24_1090014","No",NA
"GEN24_1090021","Yes","Before arriving in New Zealand"
"GEN24_1090026","Yes","While in New Zealand"
"GEN24_1090036","Yes","I did not receive any information"
"GEN24_1090052","Yes","While in New Zealand"
"GEN24_1090058","Yes","I did not receive any information"
"GEN24_1090059","No",NA
"GEN24_1090063","Yes","Before arriving in New Zealand"
"GEN24_1090063","Yes","While in New Zealand"
"GEN24_1090065","Yes","Before arriving in New Zealand"
"GEN24_1090065","Yes","While in New Zealand"
"GEN24_1090072","Yes","While in New Zealand"
"GEN24_1090082","Yes","While in New Zealand"
"GEN24_1090086","Yes","I did not receive any information"
"GEN24_1090091","Yes","Before arriving in New Zealand"
"GEN24_1090092","Yes","I did not receive any information"
"GEN24_1090104","No",NA
"GEN24_1090111","Yes","Before arriving in New Zealand"
"GEN24_1090115","No",NA
"GEN24_1090149","No",NA
"GEN24_1090174","Yes","Before arriving in New Zealand"
"GEN24_1090177","Yes","I did not receive any information"
"GEN24_1090182","No",NA
"GEN24_1090185","Yes","Before arriving in New Zealand"
"GEN24_1090192","Yes","Before arriving in New Zealand"
"GEN24_1090206","Yes","While in New Zealand"
"GEN24_1090208","No",NA
"GEN24_1090217","Yes","While in New Zealand"
"GEN24_1090232","Yes","I did not receive any information"
"GEN24_1090237","No",NA
"GEN24_1090252","Yes","Before arriving in New Zealand"
"GEN24_1090255","Yes","I did not receive any information"
"GEN24_1090262","Yes","Before arriving in New Zealand"
"GEN24_1090274","Yes","I did not receive any information"
"GEN24_1090283","Yes","Before arriving in New Zealand"
"GEN24_1090287","Yes","While in New Zealand"
"GEN24_1090290","Yes","While in New Zealand"
"GEN24_1090292","No",NA
"GEN24_1090294","Yes","I did not receive any information"
"GEN24_1090297","Yes","Before arriving in New Zealand"
"GEN24_1090297","Yes","While in New Zealand"
"GEN24_1090299","No",NA
"GEN24_1090302","Yes","I did not receive any information"
"GEN24_1090303","Yes","I did not receive any information"
"GEN24_1090313","Yes","I did not receive any information"
"GEN24_1090321","Yes","Before arriving in New Zealand"
"GEN24_1090321","Yes","While in New Zealand"
"GEN24_1090335","No",NA
"GEN24_1090348","No",NA
"GEN24_1090354","No",NA
"GEN24_1090361","Yes","While in New Zealand"
"GEN24_1090362","Yes","I did not receive any information"
"GEN24_1090374","No",NA
"GEN24_1090376","Yes","I did not receive any information"
"GEN24_1090381","No",NA
"GEN24_1090385","Yes","I did not receive any information"
"GEN24_1090386","No",NA
"GEN24_1090394","Yes","Before arriving in New Zealand"
"GEN24_1090400","Yes","Before arriving in New Zealand"
"GEN24_1090402","Yes","Before arriving in New Zealand"
"GEN24_1090403","Yes","While in New Zealand"
"GEN24_1090406","Yes","Before arriving in New Zealand"
"GEN24_1090406","Yes","While in New Zealand"
"GEN24_1090417","Yes","Before arriving in New Zealand"
"GEN24_1090424","No",NA
"GEN24_1090425","Yes","Before arriving in New Zealand"
"GEN24_1090428","Yes","Before arriving in New Zealand"
"GEN24_1090432","Yes","While in New Zealand"
"GEN24_1090433","Yes","I did not receive any information"
"GEN24_1090436","Yes","While in New Zealand"
"GEN24_1090440","Yes","I did not receive any information"
"GEN24_1090442","Yes","I did not receive any information"
"GEN24_1090447","Yes","While in New Zealand"
"GEN24_1090452","Yes","I did not receive any information"
"GEN24_1090453","Yes","While in New Zealand"
"GEN24_1090455","Yes","While in New Zealand"
"GEN24_1090457","Yes","Before arriving in New Zealand"
"GEN24_1090461","No",NA
"GEN24_1090464","Yes","I did not receive any information"
"GEN24_1090471","No",NA
"GEN24_1090473","Yes","While in New Zealand"
"GEN24_1090477","Yes","I did not receive any information"
"GEN24_1090512","Yes","I did not receive any information"
"GEN24_1090528","Yes","While in New Zealand"
"GEN24_1090529","No",NA
"GEN24_1090534","Yes","I did not receive any information"
"GEN24_1090535","No",NA
"GEN24_1090538","Yes","Before arriving in New Zealand"
"GEN24_1090538","Yes","While in New Zealand"
"GEN24_1090539","No",NA
"GEN24_1090545","Yes","Before arriving in New Zealand"
"GEN24_1090558","Yes","Before arriving in New Zealand"
"GEN24_1090578","Yes","Before arriving in New Zealand"
"GEN24_1090578","Yes","While in New Zealand"
"GEN24_1090592","Yes","Before arriving in New Zealand"
"GEN24_1090598","No",NA
"GEN24_1090608","No",NA
"GEN24_1090619","Yes","Before arriving in New Zealand"
"GEN24_1090619","Yes","While in New Zealand"
"GEN24_1090623","Yes","I did not receive any information"
"GEN24_1090632","Yes","I did not receive any information"
"GEN24_1090646","Yes","Before arriving in New Zealand"
"GEN24_1090651","Yes","Before arriving in New Zealand"
"GEN24_1090667","Yes","I did not receive any information"
"GEN24_1090670","Yes","Before arriving in New Zealand"
"GEN24_1090676","Yes","I did not receive any information"
"GEN24_1090677","Yes","Before arriving in New Zealand"
"GEN24_1090684","Yes","Before arriving in New Zealand"
"GEN24_1090685","No",NA
"GEN24_1090688","Yes","I did not receive any information"
"GEN24_1090693","Yes","Before arriving in New Zealand"
"GEN24_1090693","Yes","While in New Zealand"
"GEN24_1090695","No",NA
"GEN24_1090696","No",NA
"GEN24_1090698","Yes","While in New Zealand"
