"response_id","visited_before_or_after","country","nights"
"GEN24_1090417","After","Australia",9
"GEN24_1090424","After","Australia",1
"GEN24_1090436","After","Australia",18
"GEN24_1090436","Before","Australia",53
"GEN24_1090440","Before","United States of America",1
"GEN24_1090453","After","United States of America",5
"GEN24_1090453","Before","Australia",6
"GEN24_1090460","After","China, People's Republic of",5
"GEN24_1090460","Before","Australia",5
"GEN24_1090467","Before","Australia",11
"GEN24_1090487","Before","United Arab Emirates",1
"GEN24_1090534","After","Australia",14
"GEN24_1090534","Before","Australia",1
"GEN24_1090539","Before","Macau (Special Administrative Region)",2
"GEN24_1090539","Before","Taiwan",8
"GEN24_1090541","Before","Singapore",1
"GEN24_1090545","After","Hong Kong (Special Administrative Region)",1
"GEN24_1090545","Before","Japan",1
"GEN24_1090568","After","Australia",4
"GEN24_1090568","Before","Australia",4
"GEN24_1090578","After","Singapore",3
"GEN24_1090592","Before","Hong Kong (Special Administrative Region)",2
"GEN24_1090605","After","Australia",6
"GEN24_1090619","Before","Hong Kong (Special Administrative Region)",5
"GEN24_1090619","Before","Taiwan",8
"GEN24_1090620","After","Australia",80
"GEN24_1090620","Before","Australia",80
"GEN24_1090646","Before","Australia",3
"GEN24_1090651","After","United States of America",1
"GEN24_1090651","Before","United States of America",1
"GEN24_1090667","Before","England",1
"GEN24_1090667","Before","United States of America",1
"GEN24_1090676","Before","United Arab Emirates",1
"GEN24_1090677","After","Taiwan",1
"GEN24_1090677","Before","China, People's Republic of",8
"GEN24_1090677","Before","Philippines",6
"GEN24_1090682","Before","England",1
"GEN24_1090685","After","Australia",7
"GEN24_1090690","After","Australia",50
"GEN24_1090690","Before","Australia",50
"GEN24_1090693","After","Canada",1
"GEN24_1090693","Before","Canada",6
"GEN24_1090693","Before","Fiji",1
"GEN24_1090693","Before","Vanuatu",7
"GEN24_1090695","After","Canada",1
"GEN24_1090720","After","Australia",5
"GEN24_1090720","After","Qatar",1
"GEN24_1090739","After","Fiji",5
"GEN24_1090739","Before","Australia",2
"GEN24_1090749","Before","Australia",1
"GEN24_1090755","After","Australia",1
"GEN24_1090755","Before","Australia",1
"GEN24_1090773","After","Australia",15
"GEN24_1090781","After","Australia",1
"GEN24_1090781","Before","Australia",1
"GEN24_1090787","Before","Australia",4
"GEN24_1090795","Before","Singapore",2
"GEN24_1090801","Before","United States of America",99
"GEN24_1090818","After","China, People's Republic of",3
"GEN24_1090818","Before","China, People's Republic of",3
"GEN24_1090818","Before","Germany",2
"GEN24_1090843","Before","France",3
"GEN24_1090843","Before","Greece",3
"GEN24_1090843","Before","Japan",6
"GEN24_1090843","Before","Korea, Republic of",5
"GEN24_1090893","After","Korea, Republic of",3
"GEN24_1090893","Before","United States of America",3
"GEN24_1090897","After","Australia",12
"GEN24_1090897","After","Japan",30
"GEN24_1090930","Before","China, People's Republic of",1
"GEN24_1090939","After","Australia",7
"GEN24_1090939","After","Thailand",12
"GEN24_1090940","After","Australia",9
"GEN24_1090940","Before","Australia",9
"GEN24_1090987","Before","Singapore",4
"GEN24_1091132","After","Singapore",2
"GEN24_1091132","Before","Singapore",2
"GEN24_1091133","After","Thailand",30
"GEN24_1091133","Before","Australia",60
"GEN24_1091136","Before","Singapore",3
"GEN24_1091140","After","Australia",3
"GEN24_1091151","Before","Singapore",3
"GEN24_1091163","After","Qatar",1
"GEN24_1091163","Before","Qatar",1
"GEN24_1091175","Before","Australia",21
"GEN24_1091176","Before","Qatar",1
"GEN24_1091200","Before","Australia",18
"GEN24_1091201","After","Singapore",2
"GEN24_1091201","Before","England",1
"GEN24_1091212","After","Australia",7
"GEN24_1091212","Before","Australia",1
"GEN24_1091214","After","Australia",4
"GEN24_1091217","After","Australia",11
"GEN24_1091226","Before","Australia",2
"GEN24_1091255","After","China, People's Republic of",1
"GEN24_1091259","After","China, People's Republic of",30
"GEN24_1091270","After","Australia",3
"GEN24_1091270","Before","Australia",3
"GEN24_1091271","Before","Australia",4
"GEN24_1091331","Before","Singapore",3
"GEN24_1091342","After","Netherlands",1
"GEN24_1091342","Before","Australia",10
"GEN24_1091342","Before","Netherlands",1
"GEN24_1091346","After","England",1
"GEN24_1091346","After","Singapore",1
"GEN24_1091355","After","Singapore",3
"GEN24_1091355","Before","Australia",4
"GEN24_1091363","After","Australia",1
"GEN24_1091363","Before","Australia",1
"GEN24_1091396","After","Germany",90
"GEN24_1091396","After","South Africa",12
"GEN24_1091396","Before","Germany",16
"GEN24_1091396","Before","South Africa",90
"GEN24_1091396","Before","United States of America",14
"GEN24_1091425","After","Australia",5
"GEN24_1091443","After","Australia",3
"GEN24_1091444","Before","Australia",1
"GEN24_1091458","After","Australia",2
"GEN24_1091458","Before","United Arab Emirates",2
"GEN24_1091463","Before","Singapore",3
"GEN24_1091480","Before","Australia",25
"GEN24_1091560","Before","Australia",6
"GEN24_1091568","Before","Fiji",3
"GEN24_1091608","After","Qatar",3
"GEN24_1091625","Before","Australia",1
"GEN24_1091644","After","Fiji",8
"GEN24_1091658","After","Canada",1
"GEN24_1091658","Before","Fiji",4
"GEN24_1091658","Before","Samoa, American",4
"GEN24_1091674","Before","Australia",6
"GEN24_1091690","After","Hong Kong (Special Administrative Region)",2
"GEN24_1091690","Before","Australia",14
"GEN24_1091693","After","Thailand",3
"GEN24_1091705","Before","Korea, Republic of",1
"GEN24_1091724","After","Belgium",45
"GEN24_1091724","Before","Belgium",30
"GEN24_1091732","Before","Australia",2
"GEN24_1091768","After","Australia",3
"GEN24_1091768","Before","Australia",4
"GEN24_1091782","Before","Australia",1
"GEN24_1091797","After","United Arab Emirates",2
"GEN24_1091831","After","Australia",1
"GEN24_1091894","Before","Australia",5
"GEN24_1091913","After","Australia",90
"GEN24_1091913","Before","Australia",30
"GEN24_1091923","Before","Japan",7
"GEN24_1091923","Before","United States of America",7
"GEN24_1091933","After","Australia",4
"GEN24_1091955","Before","Australia",13
"GEN24_1091979","Before","Australia",55
"GEN24_1091982","Before","Qatar",7
"GEN24_1092010","Before","Australia",1
"GEN24_1092013","After","Australia",5
"GEN24_1092013","Before","Australia",22
"GEN24_1092021","After","Australia",13
"GEN24_1092021","Before","Australia",2
"GEN24_1092022","Before","Australia",1
"GEN24_1092056","After","China, People's Republic of",1
"GEN24_1092158","After","Australia",3
"GEN24_1092158","Before","Qatar",1
"GEN24_1092168","Before","Australia",1
"GEN24_1092173","Before","Ireland",56
"GEN24_1092210","Before","Australia",2
"GEN24_1092213","Before","Singapore",1
"GEN24_1092214","Before","Singapore",2
"GEN24_1092228","Before","Australia",10
"GEN24_1092259","After","Australia",14
"GEN24_1092261","After","Australia",1
"GEN24_1092261","Before","Australia",1
"GEN24_1092275","After","Australia",10
"GEN24_1092286","After","Singapore",4
"GEN24_1092286","Before","Australia",9
"GEN24_1092286","Before","United Arab Emirates",2
"GEN24_1092307","After","Singapore",3
"GEN24_1092307","Before","Australia",4
"GEN24_1092323","After","Australia",1
"GEN24_1092323","Before","Australia",4
"GEN24_1092327","After","Australia",14
"GEN24_1092327","Before","Australia",4
"GEN24_1092330","After","Australia",6
"GEN24_1092337","After","Australia",1
"GEN24_1092337","Before","Australia",11
"GEN24_1092338","Before","United States of America",3
"GEN24_1092373","After","Singapore",99
"GEN24_1092373","Before","Singapore",90
"GEN24_1092377","After","Singapore",1
"GEN24_1092377","Before","China, People's Republic of",1
"GEN24_1092377","Before","England",10
"GEN24_1092403","Before","Singapore",3
"GEN24_1092454","Before","Australia",11
"GEN24_1092464","After","Singapore",4
"GEN24_1092464","Before","Singapore",3
"GEN24_1092479","After","Singapore",3
"GEN24_1092498","Before","China, People's Republic of",5
"GEN24_1092498","Before","Korea, Republic of",5
"GEN24_1092504","Before","Hong Kong (Special Administrative Region)",3
"GEN24_1092512","After","Australia",10
"GEN24_1092512","After","Singapore",2
"GEN24_1092513","Before","Canada",1
"GEN24_1092527","After","Australia",30
"GEN24_1092528","After","Australia",90
"GEN24_1092528","Before","Australia",90
"GEN24_1092535","After","Cook Islands",30
"GEN24_1092535","After","Denmark",7
"GEN24_1092535","Before","Indonesia",60
"GEN24_1092535","Before","Japan",60
"GEN24_1092543","After","Australia",10
"GEN24_1092545","Before","England",1
"GEN24_1092560","Before","Australia",24
"GEN24_1092573","Before","United Arab Emirates",1
"GEN24_1092607","After","Australia",2
"GEN24_1092609","Before","Australia",7
"GEN24_1092638","Before","Australia",4
"GEN24_1092639","Before","Australia",19
"GEN24_1092640","After","Australia",70
"GEN24_1092640","After","Fiji",7
"GEN24_1092640","After","Vanuatu",7
"GEN24_1092653","After","Singapore",2
"GEN24_1092653","Before","Singapore",4
"GEN24_1092665","After","Singapore",2
"GEN24_1092665","Before","Singapore",2
"GEN24_1092684","After","Malaysia",1
"GEN24_1092684","Before","Australia",3
"GEN24_1092684","Before","Maldives",6
"GEN24_1092684","Before","Singapore",2
"GEN24_1092684","Before","Thailand",10
"GEN24_1092712","After","France",4
"GEN24_1092712","After","Greece",3
"GEN24_1092712","Before","Australia",70
"GEN24_1092712","Before","Indonesia",13
"GEN24_1092722","After","Hong Kong (Special Administrative Region)",4
"GEN24_1092727","Before","Australia",10
"GEN24_1092728","Before","Singapore",2
"GEN24_1092732","After","Singapore",2
"GEN24_1092732","After","Thailand",7
"GEN24_1092732","Before","Canada",10
"GEN24_1092735","Before","Malaysia",3
"GEN24_1092735","Before","Singapore",2
"GEN24_1092761","After","India",4
"GEN24_1092761","Before","India",4
"GEN24_1092786","After","Hong Kong (Special Administrative Region)",1
"GEN24_1092787","After","Hong Kong (Special Administrative Region)",3
"GEN24_1092787","Before","Hong Kong (Special Administrative Region)",3
"GEN24_1092812","Before","Australia",21
"GEN24_1092832","After","Singapore",1
"GEN24_1092832","Before","Singapore",1
"GEN24_1092885","Before","Canada",2
"GEN24_1092885","Before","Singapore",1
"GEN24_1092886","After","Singapore",2
"GEN24_1092886","Before","Australia",5
"GEN24_1092886","Before","Mongolia",4
"GEN24_1092886","Before","Thailand",5
"GEN24_1092887","Before","Singapore",1
"GEN24_1092912","After","Australia",20
"GEN24_1092912","Before","Australia",4
"GEN24_1092927","Before","Australia",5
"GEN24_1092931","After","Australia",30
"GEN24_1092951","Before","Australia",1
"GEN24_1092953","Before","Australia",1
"GEN24_1092957","Before","Australia",3
"GEN24_1092984","Before","Malaysia",2
"GEN24_1092994","After","Hong Kong (Special Administrative Region)",1
"GEN24_1092994","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1093011","Before","Australia",6
"GEN24_1093011","Before","Hong Kong (Special Administrative Region)",6
"GEN24_1093031","After","Australia",37
"GEN24_1093031","After","Fiji",7
"GEN24_1093031","Before","Cook Islands",14
"GEN24_1093031","Before","French Polynesia",14
"GEN24_1093055","After","Fiji",5
"GEN24_1093055","After","Indonesia",3
"GEN24_1093055","After","Malaysia",4
"GEN24_1093055","After","Thailand",14
"GEN24_1093067","After","Thailand",11
"GEN24_1093067","Before","Sri Lanka",21
"GEN24_1093070","After","Australia",5
"GEN24_1093070","Before","Australia",8
"GEN24_1093135","Before","Singapore",4
"GEN24_1093140","Before","Australia",9
"GEN24_1093188","After","Australia",5
"GEN24_1093188","Before","Australia",3
"GEN24_1093191","Before","Australia",1
"GEN24_1093201","After","Australia",21
"GEN24_1093205","After","Singapore",7
"GEN24_1093205","Before","England",2
"GEN24_1093219","After","Australia",28
"GEN24_1093219","Before","Australia",65
"GEN24_1093236","After","Australia",9
"GEN24_1093243","After","Australia",4
"GEN24_1093243","Before","Australia",4
"GEN24_1093260","After","Singapore",3
"GEN24_1093262","Before","Australia",10
"GEN24_1093264","After","Singapore",1
"GEN24_1093264","Before","Singapore",3
"GEN24_1093279","Before","Australia",8
"GEN24_1093285","Before","Australia",10
"GEN24_1093299","After","Canada",36
"GEN24_1093306","Before","China, People's Republic of",1
"GEN24_1093320","After","Singapore",1
"GEN24_1093320","Before","Singapore",3
"GEN24_1093331","After","Singapore",3
"GEN24_1093338","After","Singapore",3
"GEN24_1093344","After","Australia",6
"GEN24_1093344","Before","Australia",14
"GEN24_1093359","After","Qatar",1
"GEN24_1093359","Before","Australia",3
"GEN24_1093384","After","Singapore",4
"GEN24_1093384","Before","United States of America",3
"GEN24_1093386","Before","United States of America",1
"GEN24_1093387","After","Singapore",1
"GEN24_1093387","Before","Singapore",1
"GEN24_1093390","After","Australia",20
"GEN24_1093390","Before","Australia",4
"GEN24_1093392","After","Australia",10
"GEN24_1093392","After","Viet Nam",28
"GEN24_1093399","After","Australia",14
"GEN24_1093435","After","Singapore",2
"GEN24_1093435","Before","Singapore",2
"GEN24_1093444","After","Australia",30
"GEN24_1093444","Before","Australia",14
"GEN24_1093462","Before","Australia",12
"GEN24_1093470","Before","Qatar",1
"GEN24_1093473","Before","Denmark",1
"GEN24_1093475","Before","Australia",33
"GEN24_1093479","After","Hong Kong (Special Administrative Region)",1
"GEN24_1093479","Before","Australia",5
"GEN24_1093479","Before","Singapore",3
"GEN24_1093506","Before","Australia",6
"GEN24_1093506","Before","Singapore",3
"GEN24_1093527","After","Cook Islands",8
"GEN24_1093527","After","Nepal",30
"GEN24_1093527","After","Viet Nam",20
"GEN24_1093527","Before","Australia",90
"GEN24_1093527","Before","Philippines",10
"GEN24_1093528","After","Singapore",2
"GEN24_1093528","Before","Singapore",2
"GEN24_1093531","Before","Australia",4
"GEN24_1093531","Before","Malaysia",10
"GEN24_1093544","Before","Australia",99
"GEN24_1093553","Before","India",8
"GEN24_1093577","Before","Singapore",2
"GEN24_1093603","After","Australia",4
"GEN24_1093603","Before","Hong Kong (Special Administrative Region)",4
"GEN24_1093603","Before","Singapore",4
"GEN24_1093603","Before","Thailand",1
"GEN24_1093606","After","Australia",60
"GEN24_1093606","After","Canada",20
"GEN24_1093606","After","United States of America",40
"GEN24_1093614","Before","China, People's Republic of",1
"GEN24_1093616","After","Australia",8
"GEN24_1093616","After","Samoa",5
"GEN24_1093616","Before","Singapore",1
"GEN24_1093640","After","Australia",1
"GEN24_1093640","Before","Australia",1
"GEN24_1093709","After","Australia",14
"GEN24_1093724","After","Australia",2
"GEN24_1093724","Before","Australia",6
"GEN24_1093738","After","Australia",4
"GEN24_1093738","After","Cambodia",2
"GEN24_1093738","After","Thailand",2
"GEN24_1093738","After","Viet Nam",9
"GEN24_1093738","Before","Australia",2
"GEN24_1093748","Before","Australia",4
"GEN24_1093752","Before","Fiji",3
"GEN24_1093768","After","United Arab Emirates",2
"GEN24_1093768","Before","Thailand",1
"GEN24_1093778","Before","Thailand",4
"GEN24_1093814","Before","Australia",12
"GEN24_1093826","After","Australia",4
"GEN24_1093829","After","Fiji",4
"GEN24_1093829","After","Singapore",5
"GEN24_1093829","Before","Australia",5
"GEN24_1093829","Before","Sri Lanka",14
"GEN24_1093829","Before","Viet Nam",3
"GEN24_1093843","After","Australia",9
"GEN24_1093845","After","Australia",3
"GEN24_1093852","Before","Canada",10
"GEN24_1093855","After","Singapore",2
"GEN24_1093855","Before","Antarctica",20
"GEN24_1093855","Before","Argentina",6
"GEN24_1093856","After","Singapore",1
"GEN24_1093856","Before","Singapore",4
"GEN24_1093867","After","India",2
"GEN24_1093867","Before","India",6
"GEN24_1093880","Before","Australia",24
"GEN24_1093890","Before","Australia",6
"GEN24_1093902","Before","Australia",14
"GEN24_1093913","After","China, People's Republic of",1
"GEN24_1093913","Before","China, People's Republic of",1
"GEN24_1093914","After","China, People's Republic of",1
"GEN24_1093914","Before","China, People's Republic of",1
"GEN24_1093929","Before","China, People's Republic of",1
"GEN24_1093944","Before","Japan",7
"GEN24_1093944","Before","Thailand",7
"GEN24_1093998","After","Korea, Republic of",1
"GEN24_1094024","After","Singapore",3
"GEN24_1094024","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1094025","Before","Singapore",3
"GEN24_1094027","After","Singapore",1
"GEN24_1094056","After","Australia",22
"GEN24_1094060","After","Poland",1
"GEN24_1094060","Before","Italy",1
"GEN24_1094060","Before","Poland",1
"GEN24_1094064","After","United Arab Emirates",2
"GEN24_1094064","Before","Australia",25
"GEN24_1094073","After","China, People's Republic of",1
"GEN24_1094073","Before","China, People's Republic of",1
"GEN24_1094075","Before","Australia",6
"GEN24_1094109","After","Samoa",2
"GEN24_1094109","After","Samoa, American",3
"GEN24_1094109","Before","Australia",10
"GEN24_1094131","After","Australia",5
"GEN24_1094131","After","Fiji",5
"GEN24_1094131","Before","Australia",5
"GEN24_1094131","Before","Fiji",5
"GEN24_1094147","After","Singapore",2
"GEN24_1094147","Before","Singapore",4
"GEN24_1094149","Before","Singapore",3
"GEN24_1094163","Before","Singapore",3
"GEN24_1094164","Before","Singapore",3
"GEN24_1094193","After","Australia",7
"GEN24_1094193","After","Indonesia",7
"GEN24_1094226","After","Australia",1
"GEN24_1094226","Before","Australia",1
"GEN24_1094239","Before","Singapore",1
"GEN24_1094264","After","Australia",4
"GEN24_1094271","Before","United Arab Emirates",5
"GEN24_1094273","After","Germany",99
"GEN24_1094273","Before","Germany",90
"GEN24_1094282","Before","United Arab Emirates",1
"GEN24_1094288","After","Sri Lanka",10
"GEN24_1094288","Before","Australia",50
"GEN24_1094288","Before","Singapore",4
"GEN24_1094288","Before","Thailand",25
"GEN24_1094288","Before","Viet Nam",10
"GEN24_1094336","Before","Australia",40
"GEN24_1094338","Before","United States of America",14
"GEN24_1094356","After","Korea, Republic of",1
"GEN24_1094357","After","Singapore",2
"GEN24_1094357","Before","Singapore",2
"GEN24_1094368","Before","Australia",3
"GEN24_1094368","Before","Singapore",3
"GEN24_1094382","After","Australia",23
"GEN24_1094382","Before","Australia",12
"GEN24_1094384","After","United States of America",14
"GEN24_1094384","Before","Antarctica",14
"GEN24_1094415","Before","Australia",4
"GEN24_1094428","After","Australia",5
"GEN24_1094428","After","Philippines",3
"GEN24_1094430","After","Philippines",29
"GEN24_1094430","Before","Australia",42
"GEN24_1094437","After","Hong Kong (Special Administrative Region)",5
"GEN24_1094471","After","Singapore",7
"GEN24_1094489","Before","Australia",21
"GEN24_1094515","After","Australia",1
"GEN24_1094521","After","Singapore",2
"GEN24_1094521","Before","Hong Kong (Special Administrative Region)",3
"GEN24_1094528","Before","Australia",99
"GEN24_1094531","Before","Australia",2
"GEN24_1094586","After","England",1
"GEN24_1094586","Before","England",1
"GEN24_1094587","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1094598","Before","Australia",3
"GEN24_1094640","Before","China, People's Republic of",1
"GEN24_1094651","After","Australia",4
"GEN24_1094651","After","Vanuatu",2
"GEN24_1094652","After","Australia",3
"GEN24_1094652","Before","Australia",1
"GEN24_1094668","After","Australia",10
"GEN24_1094668","After","Japan",16
"GEN24_1094668","After","Viet Nam",6
"GEN24_1094668","Before","United States of America",4
"GEN24_1094696","Before","Australia",7
"GEN24_1094716","Before","Australia",20
"GEN24_1094722","After","Singapore",1
"GEN24_1094722","Before","Australia",20
"GEN24_1094723","After","Australia",21
"GEN24_1094723","Before","Australia",21
"GEN24_1094731","After","Australia",3
"GEN24_1094731","Before","Australia",6
"GEN24_1094731","Before","Indonesia",14
"GEN24_1094735","After","Australia",1
"GEN24_1094745","Before","Fiji",7
"GEN24_1094745","Before","United States of America",21
"GEN24_1094752","Before","United States of America",10
"GEN24_1094778","After","Malaysia",17
"GEN24_1094778","Before","Cambodia",60
"GEN24_1094778","Before","Thailand",10
"GEN24_1094781","After","Australia",11
"GEN24_1094781","Before","Australia",1
"GEN24_1094789","Before","Philippines",1
"GEN24_1094838","After","Taiwan",5
"GEN24_1094838","Before","Australia",7
"GEN24_1094838","Before","Singapore",6
"GEN24_1094917","Before","Singapore",1
"GEN24_1094926","After","United States of America",33
"GEN24_1094926","Before","Singapore",3
"GEN24_1094931","After","Australia",8
"GEN24_1094931","Before","Singapore",3
"GEN24_1094937","Before","Australia",1
"GEN24_1094938","After","Japan",28
"GEN24_1095030","Before","Australia",1
"GEN24_1095046","Before","Australia",4
"GEN24_1095055","After","Japan",7
"GEN24_1095055","After","Malaysia",10
"GEN24_1095055","After","Thailand",15
"GEN24_1095055","After","United States of America",10
"GEN24_1095055","Before","Hong Kong (Special Administrative Region)",7
"GEN24_1095055","Before","Japan",90
"GEN24_1095055","Before","Taiwan",15
"GEN24_1095055","Before","United States of America",30
"GEN24_1095061","Before","Australia",3
"GEN24_1095086","Before","United Arab Emirates",1
"GEN24_1095135","After","Australia",25
"GEN24_1095135","Before","Australia",25
"GEN24_1095180","Before","Australia",4
"GEN24_1095185","Before","Australia",7
"GEN24_1095194","After","Singapore",1
"GEN24_1095194","Before","Singapore",1
"GEN24_1095215","Before","Singapore",2
"GEN24_1095239","Before","Singapore",2
"GEN24_1095240","Before","Australia",7
"GEN24_1095251","Before","Australia",7
"GEN24_1095259","After","Australia",30
"GEN24_1095259","Before","Australia",30
"GEN24_1095284","After","Singapore",4
"GEN24_1095284","Before","Australia",7
"GEN24_1095291","Before","France",30
"GEN24_1095291","Before","Morocco",5
"GEN24_1095291","Before","Taiwan",3
"GEN24_1095303","Before","Indonesia",50
"GEN24_1095304","After","Singapore",7
"GEN24_1095304","Before","Australia",7
"GEN24_1095305","Before","Singapore",2
"GEN24_1095309","After","Singapore",1
"GEN24_1095309","Before","Singapore",1
"GEN24_1095331","After","Qatar",2
"GEN24_1095331","Before","Australia",19
"GEN24_1095338","Before","Qatar",1
"GEN24_1095378","After","Australia",1
"GEN24_1095378","Before","Australia",10
"GEN24_1095397","After","Australia",5
"GEN24_1095397","Before","Australia",5
"GEN24_1095431","After","Australia",1
"GEN24_1095483","After","Singapore",3
"GEN24_1095488","Before","Australia",6
"GEN24_1095492","After","Singapore",1
"GEN24_1095492","Before","Singapore",1
"GEN24_1095492","Before","Taiwan",14
"GEN24_1095499","After","Singapore",2
"GEN24_1095499","Before","United States of America",3
"GEN24_1095508","After","Australia",28
"GEN24_1095508","Before","Australia",3
"GEN24_1095525","After","Australia",7
"GEN24_1095525","Before","Australia",24
"GEN24_1095536","Before","Australia",12
"GEN24_1095536","Before","Malaysia",1
"GEN24_1095549","After","Australia",7
"GEN24_1095549","Before","Australia",7
"GEN24_1095554","Before","Singapore",5
"GEN24_1095567","Before","Australia",3
"GEN24_1095568","After","Taiwan",14
"GEN24_1095568","Before","Taiwan",12
"GEN24_1095573","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1095578","Before","Singapore",1
"GEN24_1095578","Before","Switzerland",1
"GEN24_1095627","Before","Australia",14
"GEN24_1095641","Before","Australia",11
"GEN24_1095643","Before","Australia",11
"GEN24_1095649","After","Thailand",4
"GEN24_1095649","Before","Hong Kong (Special Administrative Region)",3
"GEN24_1095650","Before","Malaysia",3
"GEN24_1095687","After","Hong Kong (Special Administrative Region)",2
"GEN24_1095687","After","Singapore",3
"GEN24_1095687","Before","Hong Kong (Special Administrative Region)",2
"GEN24_1095687","Before","Singapore",3
"GEN24_1095693","After","Australia",46
"GEN24_1095693","After","Peru",35
"GEN24_1095693","After","United States of America",20
"GEN24_1095693","Before","Thailand",20
"GEN24_1095700","After","Singapore",3
"GEN24_1095728","Before","Australia",12
"GEN24_1095739","Before","Australia",3
"GEN24_1095743","Before","Hong Kong (Special Administrative Region)",2
"GEN24_1095756","After","Australia",3
"GEN24_1095756","Before","Singapore",3
"GEN24_1095761","After","Australia",39
"GEN24_1095761","Before","Singapore",1
"GEN24_1095795","Before","China, People's Republic of",1
"GEN24_1095801","Before","China, People's Republic of",1
"GEN24_1095801","Before","Egypt",14
"GEN24_1095812","Before","Australia",3
"GEN24_1095814","After","Indonesia",60
"GEN24_1095814","After","Norway",60
"GEN24_1095814","Before","Australia",14
"GEN24_1095814","Before","Nepal",42
"GEN24_1095844","After","Australia",5
"GEN24_1095844","Before","Australia",2
"GEN24_1095850","After","Qatar",1
"GEN24_1095851","After","Hong Kong (Special Administrative Region)",1
"GEN24_1095851","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1095863","Before","Japan",5
"GEN24_1095863","Before","Korea, Republic of",4
"GEN24_1095863","Before","Singapore",4
"GEN24_1095863","Before","Thailand",4
"GEN24_1095871","After","Australia",9
"GEN24_1095871","Before","United States of America",1
"GEN24_1095873","Before","United States of America",3
"GEN24_1095874","Before","Australia",30
"GEN24_1095881","After","Japan",19
"GEN24_1095881","Before","Japan",15
"GEN24_1095886","Before","Singapore",5
"GEN24_1095901","Before","United Arab Emirates",2
"GEN24_1095941","After","Australia",3
"GEN24_1095941","Before","United States of America",1
"GEN24_1095964","After","Fiji",8
"GEN24_1095992","After","Australia",6
"GEN24_1095992","Before","Australia",3
"GEN24_1096001","After","Australia",4
"GEN24_1096001","After","Singapore",2
"GEN24_1096001","Before","Fiji",2
"GEN24_1096009","After","Australia",3
"GEN24_1096009","Before","Australia",5
"GEN24_1096012","After","Australia",20
"GEN24_1096012","Before","Australia",36
"GEN24_1096040","Before","Thailand",14
"GEN24_1096044","Before","Qatar",2
"GEN24_1096056","After","Australia",12
"GEN24_1096057","After","Australia",99
"GEN24_1096057","Before","Australia",99
"GEN24_1096059","After","Singapore",2
"GEN24_1096059","Before","Singapore",1
"GEN24_1096076","After","England",7
"GEN24_1096076","Before","England",60
"GEN24_1096096","After","Australia",16
"GEN24_1096096","Before","Singapore",1
"GEN24_1096146","After","Australia",1
"GEN24_1096146","Before","Australia",1
"GEN24_1096192","After","Australia",1
"GEN24_1096226","After","Cook Islands",5
"GEN24_1096226","Before","Cook Islands",5
"GEN24_1096232","After","Australia",1
"GEN24_1096237","After","Fiji",5
"GEN24_1096237","Before","Fiji",5
"GEN24_1096265","After","Australia",12
"GEN24_1096265","Before","Canada",3
"GEN24_1096268","Before","Australia",7
"GEN24_1096308","Before","Australia",90
"GEN24_1096308","Before","United States of America",10
"GEN24_1096332","After","Australia",10
"GEN24_1096379","Before","Australia",19
"GEN24_1096387","After","Singapore",1
"GEN24_1096387","Before","Singapore",2
"GEN24_1096388","After","Australia",5
"GEN24_1096388","Before","Singapore",2
"GEN24_1096391","After","Singapore",3
"GEN24_1096391","Before","Australia",4
"GEN24_1096391","Before","Singapore",3
"GEN24_1096492","Before","United States of America",87
"GEN24_1096494","After","Viet Nam",34
"GEN24_1096494","Before","Australia",19
"GEN24_1096494","Before","England",50
"GEN24_1096494","Before","Ireland",14
"GEN24_1096494","Before","United States of America",30
"GEN24_1096539","Before","Singapore",2
"GEN24_1096545","Before","Singapore",3
"GEN24_1096566","After","Australia",2
"GEN24_1096566","Before","Australia",7
"GEN24_1096583","After","Australia",11
"GEN24_1096583","After","Japan",21
"GEN24_1096583","After","Singapore",4
"GEN24_1096583","Before","United States of America",10
"GEN24_1096627","Before","Singapore",1
"GEN24_1096637","Before","United States of America",2
"GEN24_1096647","After","United States of America",4
"GEN24_1096647","Before","United States of America",11
"GEN24_1096655","Before","Australia",15
"GEN24_1096657","After","United States of America",2
"GEN24_1096657","Before","Cook Islands",15
"GEN24_1096661","After","Canada",7
"GEN24_1096679","After","Australia",4
"GEN24_1096679","After","Fiji",1
"GEN24_1096679","After","French Polynesia",7
"GEN24_1096679","After","United States of America",5
"GEN24_1096708","After","Australia",12
"GEN24_1096720","After","Japan",1
"GEN24_1096731","After","Singapore",1
"GEN24_1096731","Before","Australia",8
"GEN24_1096731","Before","Singapore",3
"GEN24_1096732","After","Singapore",2
"GEN24_1096736","Before","Singapore",2
"GEN24_1096737","Before","Singapore",2
"GEN24_1096778","After","Australia",2
"GEN24_1096778","Before","Australia",20
"GEN24_1096791","After","Iraq",90
"GEN24_1096791","Before","Iraq",90
"GEN24_1096795","After","Australia",1
"GEN24_1096795","After","South Africa",1
"GEN24_1096795","Before","Australia",14
"GEN24_1096795","Before","South Africa",1
"GEN24_1096800","Before","Australia",20
"GEN24_1096807","Before","Australia",3
"GEN24_1096812","After","Australia",28
"GEN24_1096812","Before","United States of America",4
