response_id,mobility_hearing_even_if_using_a_hearing_device,mobility_remembering_or_concentrating,mobility_seeing_even_when_wearing_glasses,mobility_walking_or_climbing_stairs
GEN24_1092161,4,4,4,4
GEN24_1092168,3,4,4,3
GEN24_1092169,4,4,4,4
GEN24_1092173,4,3,4,4
GEN24_1092177,4,4,4,4
GEN24_1092184,4,4,4,4
GEN24_1092192,4,4,4,3
GEN24_1092195,4,4,4,4
GEN24_1092205,4,4,4,4
GEN24_1092210,3,4,3,4
GEN24_1092213,4,4,4,4
GEN24_1092214,4,4,4,4
GEN24_1092215,3,4,4,4
GEN24_1092224,4,4,4,4
GEN24_1092228,4,4,4,4
GEN24_1092235,4,3,3,3
GEN24_1092245,4,4,4,4
GEN24_1092259,4,4,4,4
GEN24_1092261,4,4,4,4
GEN24_1092264,4,4,4,4
GEN24_1092274,4,4,4,4
GEN24_1092275,4,4,4,4
GEN24_1092286,4,4,4,4
GEN24_1092299,4,4,4,3
GEN24_1092300,4,4,4,4
GEN24_1092307,4,4,4,4
GEN24_1092316,3,4,4,4
GEN24_1092323,3,3,3,4
GEN24_1092327,4,4,4,4
GEN24_1092330,4,4,4,4
GEN24_1092331,4,3,4,4
GEN24_1092333,4,4,3,4
GEN24_1092337,4,3,4,4
GEN24_1092338,4,4,4,4
GEN24_1092352,4,4,3,4
GEN24_1092353,4,4,4,4
GEN24_1092354,4,4,4,4
GEN24_1092357,4,4,4,4
GEN24_1092367,4,4,4,4
GEN24_1092370,4,4,4,4
GEN24_1092373,4,4,4,4
GEN24_1092377,4,4,4,4
GEN24_1092403,4,4,4,4
GEN24_1092419,4,4,4,4
GEN24_1092436,4,4,4,4
GEN24_1092441,4,4,4,4
GEN24_1092445,3,4,4,4
GEN24_1092454,4,4,4,4
GEN24_1092456,4,4,4,4
GEN24_1092464,4,4,4,4
GEN24_1092470,4,4,4,4
GEN24_1092472,4,4,4,4
GEN24_1092473,4,4,4,4
GEN24_1092476,4,3,3,4
GEN24_1092479,4,4,4,4
GEN24_1092496,4,4,4,4
GEN24_1092498,4,4,4,4
GEN24_1092504,3,4,2,2
GEN24_1092511,3,4,2,2
GEN24_1092512,4,4,4,3
GEN24_1092513,4,4,4,4
GEN24_1092516,3,4,3,3
GEN24_1092527,3,4,4,4
GEN24_1092528,4,4,4,4
GEN24_1092529,4,4,4,4
GEN24_1092535,4,4,4,4
GEN24_1092543,4,4,4,4
GEN24_1092545,4,4,4,4
GEN24_1092556,4,4,4,4
GEN24_1092560,4,3,4,3
GEN24_1092561,3,4,4,4
GEN24_1092562,4,4,4,4
GEN24_1092565,4,4,4,4
GEN24_1092572,4,4,4,4
GEN24_1092573,4,4,4,4
GEN24_1092576,4,4,4,4
GEN24_1092577,4,4,4,4
GEN24_1092585,4,4,4,3
GEN24_1092590,4,4,4,3
GEN24_1092592,4,3,4,4
GEN24_1092596,3,3,3,3
GEN24_1092607,4,4,4,3
GEN24_1092609,4,4,4,4
GEN24_1092638,4,4,4,4
GEN24_1092639,4,4,4,4
GEN24_1092640,4,4,4,4
GEN24_1092653,3,4,4,4
GEN24_1092664,4,4,4,4
GEN24_1092665,4,4,4,4
GEN24_1092672,4,4,4,4
GEN24_1092678,4,4,4,4
GEN24_1092684,4,4,4,4
GEN24_1092685,4,4,4,4
GEN24_1092688,4,4,4,4
GEN24_1092690,4,4,4,4
GEN24_1092697,4,4,3,4
GEN24_1092703,4,4,4,4
GEN24_1092709,4,4,4,4
GEN24_1092710,4,4,4,4
GEN24_1092712,1,1,1,1
GEN24_1092722,4,4,4,4
GEN24_1092723,4,4,4,4
GEN24_1092727,4,4,4,4
GEN24_1092728,4,4,4,4
GEN24_1092732,4,4,4,4
GEN24_1092735,4,4,4,4
GEN24_1092739,4,4,4,3
GEN24_1092742,4,4,4,4
GEN24_1092745,4,4,4,3
GEN24_1092746,4,4,4,4
GEN24_1092751,4,4,4,4
GEN24_1092756,4,4,4,4
GEN24_1092761,4,4,4,4
GEN24_1092765,4,4,4,4
GEN24_1092773,4,4,4,4
GEN24_1092774,4,4,4,4
GEN24_1092782,4,3,4,4
GEN24_1092786,4,4,4,4
GEN24_1092787,4,4,4,4
GEN24_1092797,4,4,4,4
GEN24_1092798,3,4,4,4
GEN24_1092801,4,4,4,4
GEN24_1092806,4,4,4,4
GEN24_1092811,4,4,4,4
GEN24_1092812,4,4,4,4
GEN24_1092815,4,4,4,4
GEN24_1092816,4,4,4,4
GEN24_1092829,4,4,4,4
GEN24_1092832,4,4,4,4
GEN24_1092840,4,4,4,4
GEN24_1092842,4,4,4,4
GEN24_1092848,4,4,4,4
GEN24_1092851,4,4,4,4
GEN24_1092875,4,4,4,4
GEN24_1092879,4,4,4,4
GEN24_1092885,4,4,4,4
GEN24_1092886,4,4,4,4
GEN24_1092887,4,4,4,4
GEN24_1092891,4,4,4,4
GEN24_1092893,3,3,2,2
GEN24_1092896,4,4,4,4
GEN24_1092902,4,3,4,4
GEN24_1092912,4,4,4,4
GEN24_1092927,4,4,3,4
GEN24_1092931,4,4,4,4
GEN24_1092932,4,4,4,4
GEN24_1092945,4,4,4,4
GEN24_1092951,3,3,4,4
GEN24_1092952,4,4,4,4
GEN24_1092953,4,3,4,4
GEN24_1092954,4,4,4,4
GEN24_1092957,4,4,4,4
GEN24_1092959,4,4,4,3
GEN24_1092984,4,4,4,4
GEN24_1092991,4,4,4,4
GEN24_1092994,4,4,4,4
GEN24_1092995,4,4,4,4
GEN24_1093011,4,4,4,4
GEN24_1093020,4,4,4,4
GEN24_1093023,4,4,4,4
GEN24_1093028,4,4,4,4
GEN24_1093031,4,4,4,4
GEN24_1093049,4,4,4,4
GEN24_1093055,4,4,4,4
GEN24_1093067,4,4,4,4
GEN24_1093068,4,4,4,4
GEN24_1093070,4,4,4,4
GEN24_1093089,3,4,4,4
GEN24_1093100,4,4,4,4
GEN24_1093116,4,4,4,3
GEN24_1093117,4,4,4,4
GEN24_1093133,4,4,4,4
GEN24_1093135,4,4,4,4
GEN24_1093140,3,2,4,3
GEN24_1093156,4,4,4,4
GEN24_1093164,4,4,3,4
GEN24_1093171,4,4,4,4
GEN24_1093188,4,4,4,4
GEN24_1093191,4,4,4,4
GEN24_1093199,4,4,4,4
GEN24_1093201,4,4,4,4
GEN24_1093205,4,4,4,4
GEN24_1093210,4,3,4,3
GEN24_1093219,4,4,4,4
GEN24_1093232,4,4,4,4
GEN24_1093236,2,3,3,4
GEN24_1093238,4,4,4,4
GEN24_1093243,4,4,4,4
GEN24_1093244,3,3,4,4
GEN24_1093245,4,4,4,3
GEN24_1093247,4,4,4,4
GEN24_1093260,4,4,4,4
GEN24_1093262,4,4,4,3
GEN24_1093263,4,4,4,3
GEN24_1093264,4,4,4,4
GEN24_1093274,4,4,4,3
GEN24_1093279,4,4,4,4
GEN24_1093285,4,4,4,4
GEN24_1093287,4,4,4,4
GEN24_1093288,4,3,4,4
GEN24_1093299,4,4,4,4
GEN24_1093303,4,4,4,4
GEN24_1093306,4,4,4,4
GEN24_1093320,4,4,4,4
GEN24_1093328,2,4,4,4
GEN24_1093331,4,4,4,4
GEN24_1093336,4,4,4,4
GEN24_1093338,3,4,4,4
GEN24_1093343,4,3,4,4
GEN24_1093344,4,4,4,4
GEN24_1093359,4,4,4,4
GEN24_1093377,4,4,4,4
GEN24_1093379,4,4,4,4
GEN24_1093384,3,4,4,4
GEN24_1093386,4,4,4,4
GEN24_1093387,4,4,4,4
GEN24_1093390,4,4,4,2
GEN24_1093392,3,4,4,2
GEN24_1093395,4,4,4,4
GEN24_1093398,4,4,4,4
GEN24_1093399,4,4,4,4
GEN24_1093413,4,4,4,4
GEN24_1093425,4,4,4,4
GEN24_1093430,4,4,4,4
GEN24_1093433,4,4,4,4
GEN24_1093435,4,4,4,4
GEN24_1093437,4,4,4,4
GEN24_1093444,3,4,4,4
GEN24_1093447,3,4,4,3
GEN24_1093449,4,4,4,4
GEN24_1093457,4,4,4,4
GEN24_1093462,4,4,4,4
GEN24_1093463,4,4,4,4
GEN24_1093465,3,4,4,4
GEN24_1093468,3,4,4,4
GEN24_1093470,4,4,4,4
GEN24_1093473,4,4,3,4
GEN24_1093474,4,4,4,3
GEN24_1093475,4,4,4,4
GEN24_1093479,4,3,4,4
GEN24_1093488,4,4,4,4
GEN24_1093490,4,4,4,4
GEN24_1093499,4,4,4,4
GEN24_1093500,4,4,4,4
GEN24_1093503,4,4,4,4
GEN24_1093506,4,4,4,4
GEN24_1093510,4,4,4,4
GEN24_1093517,4,4,4,4
GEN24_1093527,4,3,4,4
GEN24_1093528,4,4,4,4
GEN24_1093531,4,4,4,4
GEN24_1093541,4,4,4,4
GEN24_1093543,4,4,4,4
GEN24_1093544,4,4,3,4
GEN24_1093553,4,4,3,4
GEN24_1093555,4,4,4,4
GEN24_1093557,4,4,4,4
GEN24_1093575,4,4,4,4
GEN24_1093577,4,4,4,4
GEN24_1093585,4,4,4,4
GEN24_1093586,4,4,4,4
GEN24_1093590,4,4,4,4
GEN24_1093603,4,4,4,4
GEN24_1093606,4,4,4,4
GEN24_1093612,4,4,4,4
GEN24_1093614,4,4,4,4
GEN24_1093616,4,4,4,4
GEN24_1093640,4,4,4,3
GEN24_1093643,4,4,4,4
GEN24_1093648,4,4,4,4
GEN24_1093653,4,4,4,4
GEN24_1093655,3,4,4,3
GEN24_1093666,4,4,4,4
GEN24_1093667,4,4,4,4
GEN24_1093678,4,4,4,4
GEN24_1093709,3,3,3,4
GEN24_1093714,4,4,4,4
GEN24_1093715,4,4,3,3
GEN24_1093718,4,4,4,4
GEN24_1093719,4,4,4,4
GEN24_1093724,4,3,4,4
GEN24_1093727,4,4,4,4
GEN24_1093730,4,4,4,4
GEN24_1093733,3,3,3,3
GEN24_1093738,4,3,3,4
GEN24_1093747,4,4,4,4
GEN24_1093748,4,4,4,4
GEN24_1093749,4,4,4,4
GEN24_1093752,4,4,4,4
GEN24_1093758,4,4,4,4
GEN24_1093762,4,4,3,4
GEN24_1093763,4,4,4,4
GEN24_1093764,4,4,4,3
GEN24_1093768,4,4,4,4
GEN24_1093773,4,4,4,4
GEN24_1093778,4,4,4,4
GEN24_1093784,4,4,4,4
GEN24_1093788,4,4,4,4
GEN24_1093796,4,4,4,4
GEN24_1093802,4,4,4,4
GEN24_1093814,4,4,4,4
GEN24_1093826,3,4,4,3
GEN24_1093828,4,4,4,4
GEN24_1093829,4,4,4,4
GEN24_1093843,4,3,4,4
GEN24_1093845,4,4,4,4
GEN24_1093848,4,4,4,4
GEN24_1093849,4,4,4,4
GEN24_1093852,4,4,4,4
GEN24_1093855,4,3,4,3
GEN24_1093856,4,4,4,4
GEN24_1093857,4,4,4,4
GEN24_1093867,4,4,4,4
GEN24_1093876,4,4,4,4
GEN24_1093879,4,4,3,3
GEN24_1093880,4,4,4,4
GEN24_1093890,4,4,4,4
GEN24_1093897,4,4,4,4
GEN24_1093902,4,4,4,4
GEN24_1093906,4,4,4,4
GEN24_1093909,4,4,4,4
GEN24_1093911,4,4,4,4
GEN24_1093913,4,2,4,3
GEN24_1093914,4,2,4,4
GEN24_1093929,4,4,4,4
GEN24_1093934,4,4,4,4
GEN24_1093936,4,3,3,4
GEN24_1093944,4,4,4,4
GEN24_1093945,4,4,4,4
GEN24_1093962,3,4,4,4
GEN24_1093963,4,4,4,3
GEN24_1093974,4,4,4,3
GEN24_1093985,4,4,4,4
GEN24_1093992,4,4,4,4
GEN24_1093993,3,4,4,3
GEN24_1093996,4,4,4,4
GEN24_1093998,4,4,3,4
GEN24_1094002,4,4,4,4
GEN24_1094007,4,4,3,4
GEN24_1094022,4,4,4,3
GEN24_1094024,4,4,4,4
GEN24_1094025,4,4,4,4
GEN24_1094027,4,4,4,4
GEN24_1094029,4,4,4,4
GEN24_1094031,4,4,4,4
GEN24_1094036,4,4,4,4
GEN24_1094042,4,4,4,4
GEN24_1094051,4,4,4,4
GEN24_1094056,4,4,4,4
GEN24_1094058,4,4,4,4
GEN24_1094060,4,4,4,4
GEN24_1094064,4,4,4,4
GEN24_1094073,4,4,4,4
GEN24_1094075,4,4,4,4
GEN24_1094080,4,4,4,4
GEN24_1094081,4,4,4,4
GEN24_1094089,4,3,4,4
GEN24_1094096,4,4,4,3
GEN24_1094109,4,4,4,4
GEN24_1094119,4,4,4,4
GEN24_1094127,4,4,4,4
GEN24_1094131,2,4,2,3
GEN24_1094132,4,4,4,4
GEN24_1094134,4,4,4,4
GEN24_1094135,4,4,4,4
GEN24_1094142,4,4,4,4
GEN24_1094147,3,4,4,4
GEN24_1094149,4,4,4,4
GEN24_1094159,4,4,4,3
GEN24_1094163,4,4,4,4
GEN24_1094164,4,4,4,4
GEN24_1094177,4,4,4,4
GEN24_1094178,4,4,4,4
GEN24_1094179,4,4,4,4
GEN24_1094189,4,4,4,4
GEN24_1094193,4,4,4,4
GEN24_1094206,4,4,4,4
GEN24_1094210,4,4,4,4
GEN24_1094220,4,4,4,3
GEN24_1094223,4,4,4,4
GEN24_1094226,4,4,3,4
GEN24_1094232,4,4,4,4
GEN24_1094239,4,4,4,4
GEN24_1094245,3,4,4,4
GEN24_1094252,4,4,4,4
GEN24_1094264,4,4,4,4
GEN24_1094271,4,4,3,3
GEN24_1094273,4,4,4,4
GEN24_1094274,4,4,4,4
GEN24_1094276,4,4,4,4
GEN24_1094278,4,4,4,4
GEN24_1094282,4,4,4,4
GEN24_1094288,4,4,4,4
GEN24_1094293,4,4,4,4
GEN24_1094294,4,4,4,4
GEN24_1094295,3,4,4,4
GEN24_1094297,4,4,4,4
GEN24_1094298,4,4,4,4
GEN24_1094302,4,4,4,4
GEN24_1094317,4,4,4,3
GEN24_1094336,4,4,4,4
GEN24_1094338,4,4,3,3
GEN24_1094345,4,4,4,4
GEN24_1094347,4,4,4,4
GEN24_1094356,4,4,4,4
GEN24_1094357,4,4,4,4
GEN24_1094367,4,4,4,4
GEN24_1094368,4,4,4,4
GEN24_1094369,4,4,3,4
GEN24_1094372,4,4,4,4
GEN24_1094376,3,4,4,4
GEN24_1094382,4,3,3,4
GEN24_1094384,3,4,4,4
GEN24_1094402,4,4,4,3
GEN24_1094406,4,4,4,3
GEN24_1094414,4,4,4,4
GEN24_1094415,3,4,4,4
GEN24_1094423,4,4,4,4
GEN24_1094428,4,4,4,4
GEN24_1094430,4,4,4,4
GEN24_1094436,4,4,4,4
GEN24_1094437,4,4,4,3
GEN24_1094438,4,4,4,4
GEN24_1094439,4,4,4,4
GEN24_1094451,4,4,4,4
GEN24_1094454,4,4,4,4
GEN24_1094460,4,4,4,4
GEN24_1094462,4,4,4,3
GEN24_1094466,4,4,4,4
GEN24_1094470,4,4,4,4
GEN24_1094471,4,4,4,4
GEN24_1094479,4,4,4,4
GEN24_1094480,4,4,4,4
GEN24_1094489,4,4,4,4
GEN24_1094501,4,3,3,2
GEN24_1094515,4,4,4,3
GEN24_1094521,4,4,4,4
GEN24_1094527,4,4,4,4
GEN24_1094528,4,4,4,4
GEN24_1094531,4,4,4,4
GEN24_1094537,4,4,4,4
GEN24_1094540,4,4,4,4
GEN24_1094541,4,4,4,4
GEN24_1094558,4,4,4,4
GEN24_1094562,4,4,4,4
GEN24_1094568,3,3,4,3
GEN24_1094582,4,4,3,4
GEN24_1094586,4,4,4,4
GEN24_1094587,4,4,4,4
GEN24_1094590,4,4,4,4
GEN24_1094598,4,4,4,4
GEN24_1094601,4,4,4,4
GEN24_1094617,4,4,4,4
GEN24_1094623,4,4,4,4
GEN24_1094625,4,4,4,4
GEN24_1094630,4,4,3,4
GEN24_1094638,4,4,4,4
GEN24_1094640,4,4,4,4
GEN24_1094648,4,4,4,4
GEN24_1094649,4,4,4,4
GEN24_1094651,4,4,4,3
GEN24_1094652,4,4,4,4
GEN24_1094654,4,4,4,4
GEN24_1094656,4,4,4,4
GEN24_1094667,3,4,4,4
GEN24_1094668,4,4,4,4
GEN24_1094680,4,4,4,4
GEN24_1094691,4,4,4,4
GEN24_1094693,4,4,4,4
GEN24_1094696,4,4,4,4
GEN24_1094713,4,4,4,4
GEN24_1094716,4,4,4,4
GEN24_1094719,4,4,4,4
GEN24_1094722,4,4,4,4
GEN24_1094723,4,4,4,4
GEN24_1094728,4,4,4,4
GEN24_1094729,4,4,4,4
GEN24_1094731,4,4,4,4
GEN24_1094735,4,4,4,4
GEN24_1094740,4,4,4,4
GEN24_1094745,4,4,4,4
GEN24_1094747,4,4,4,4
GEN24_1094749,4,4,4,4
GEN24_1094752,4,4,4,4
GEN24_1094754,4,4,4,4
GEN24_1094755,4,4,4,4
GEN24_1094758,4,4,4,4
GEN24_1094768,4,4,4,4
GEN24_1094777,4,4,4,4
GEN24_1094778,4,4,4,4
GEN24_1094781,4,4,4,4
GEN24_1094789,4,4,4,4
GEN24_1094794,4,4,4,4
GEN24_1094798,4,4,4,4
GEN24_1094806,3,4,4,4
GEN24_1094816,4,4,4,4
GEN24_1094823,4,4,4,4
GEN24_1094838,4,4,4,4
GEN24_1094839,4,4,4,3
GEN24_1094844,4,4,3,4
GEN24_1094857,3,4,4,4
GEN24_1094879,4,4,4,4
GEN24_1094886,4,4,4,4
GEN24_1094901,4,3,4,4
GEN24_1094905,4,4,4,4
GEN24_1094910,4,4,4,4
GEN24_1094917,4,4,4,4
GEN24_1094926,4,4,4,4
GEN24_1094929,4,4,4,4
GEN24_1094930,4,4,4,4
GEN24_1094931,4,4,4,3
GEN24_1094932,4,4,4,4
GEN24_1094937,4,4,4,3
GEN24_1094938,4,4,4,4
GEN24_1094944,4,4,4,4
GEN24_1094955,4,4,4,4
GEN24_1094967,4,3,4,4
GEN24_1094970,4,4,4,4
GEN24_1094974,4,4,4,4
GEN24_1094990,4,3,4,3
GEN24_1094992,4,4,4,4
GEN24_1095006,4,4,4,4
GEN24_1095028,3,4,4,4
GEN24_1095030,4,4,4,3
GEN24_1095036,3,4,4,4
GEN24_1095045,4,4,4,4
GEN24_1095046,4,4,4,4
GEN24_1095048,4,4,4,4
GEN24_1095055,4,4,4,4
GEN24_1095059,4,4,4,4
GEN24_1095061,4,4,4,4
GEN24_1095063,3,4,3,3
GEN24_1095071,4,4,4,4
GEN24_1095083,4,4,4,4
GEN24_1095086,4,4,4,3
GEN24_1095088,4,2,4,4
GEN24_1095128,4,4,4,4
GEN24_1095129,4,4,4,4
GEN24_1095135,4,4,4,4
GEN24_1095138,4,4,4,4
GEN24_1095144,4,4,4,4
GEN24_1095145,4,4,4,4
GEN24_1095146,4,4,4,4
GEN24_1095165,4,4,4,4
GEN24_1095177,4,4,4,4
GEN24_1095180,4,4,4,4
GEN24_1095182,4,4,4,4
GEN24_1095184,4,4,4,4
GEN24_1095185,4,4,4,4
GEN24_1095194,4,4,4,4
GEN24_1095198,4,4,4,4
GEN24_1095200,4,4,4,3
GEN24_1095202,4,4,3,3
GEN24_1095208,4,4,4,4
GEN24_1095211,4,4,4,4
GEN24_1095215,4,4,4,4
GEN24_1095232,4,4,4,4
GEN24_1095239,4,4,4,4
GEN24_1095240,4,4,3,4
GEN24_1095244,4,4,4,4
GEN24_1095248,4,4,4,4
GEN24_1095251,4,4,4,4
GEN24_1095259,4,4,4,4
GEN24_1095260,4,4,4,4
GEN24_1095267,4,4,4,4
GEN24_1095270,4,4,4,4
GEN24_1095283,4,4,4,4
GEN24_1095284,4,4,4,4
GEN24_1095291,4,4,4,4
GEN24_1095303,4,4,4,4
GEN24_1095304,4,4,4,4
GEN24_1095305,3,4,4,4
GEN24_1095309,4,3,4,4
GEN24_1095313,4,4,4,4
GEN24_1095316,3,3,4,4
GEN24_1095320,4,4,4,4
GEN24_1095322,4,4,4,4
GEN24_1095326,4,4,4,4
GEN24_1095331,4,4,4,4
GEN24_1095332,4,4,4,4
GEN24_1095334,4,4,4,4
GEN24_1095338,4,4,4,4
GEN24_1095341,4,4,4,4
GEN24_1095345,4,4,4,4
GEN24_1095359,4,4,4,4
GEN24_1095378,4,4,4,4
GEN24_1095385,4,4,4,4
GEN24_1095390,4,4,4,4
GEN24_1095394,4,4,4,4
GEN24_1095397,4,4,4,4
GEN24_1095413,4,4,4,4
GEN24_1095420,4,4,4,4
GEN24_1095423,3,4,4,4
GEN24_1095431,4,4,4,4
GEN24_1095438,4,4,4,4
GEN24_1095450,4,4,4,3
GEN24_1095453,4,4,4,4
GEN24_1095456,4,4,4,4
GEN24_1095469,4,4,4,4
GEN24_1095480,4,4,4,4
GEN24_1095481,4,4,4,4
GEN24_1095483,4,4,4,4
GEN24_1095488,4,4,4,4
GEN24_1095490,3,4,4,4
GEN24_1095492,4,4,4,4
GEN24_1095499,4,4,4,4
GEN24_1095504,4,4,4,4
GEN24_1095508,4,4,4,4
GEN24_1095514,4,4,3,4
GEN24_1095515,3,4,4,4
GEN24_1095517,4,4,4,4
GEN24_1095519,4,3,4,3
GEN24_1095520,4,4,4,4
GEN24_1095525,4,4,4,4
GEN24_1095529,4,4,4,4
GEN24_1095536,4,4,4,4
GEN24_1095537,4,4,4,4
GEN24_1095540,4,3,4,4
GEN24_1095549,4,4,4,4
GEN24_1095551,4,4,4,4
GEN24_1095552,4,4,3,4
GEN24_1095553,4,4,4,4
GEN24_1095554,4,4,4,4
GEN24_1095555,4,4,4,4
GEN24_1095567,4,4,4,4
GEN24_1095568,4,4,4,4
GEN24_1095571,4,4,4,4
GEN24_1095573,4,4,3,4
GEN24_1095578,4,4,4,4
GEN24_1095580,4,4,4,3
GEN24_1095593,4,4,4,4
GEN24_1095616,4,4,4,4
GEN24_1095617,4,4,4,4
GEN24_1095627,4,4,4,4
GEN24_1095630,4,4,4,2
GEN24_1095635,4,4,4,4
GEN24_1095641,4,4,4,4
GEN24_1095643,3,3,4,4
GEN24_1095644,4,4,4,4
GEN24_1095649,3,4,4,4
GEN24_1095650,4,4,4,4
GEN24_1095657,4,4,4,4
GEN24_1095678,4,4,4,4
GEN24_1095680,4,4,4,4
GEN24_1095682,4,4,4,4
GEN24_1095687,4,4,4,4
GEN24_1095693,4,4,4,3
GEN24_1095700,4,4,4,4
GEN24_1095701,4,4,4,4
GEN24_1095702,4,4,4,4
GEN24_1095718,4,4,4,4
GEN24_1095725,4,4,4,4
GEN24_1095726,4,4,4,4
GEN24_1095728,4,4,4,4
GEN24_1095729,3,4,4,4
GEN24_1095731,4,4,4,4
GEN24_1095732,4,4,4,4
GEN24_1095737,4,4,4,4
GEN24_1095739,4,4,4,4
GEN24_1095743,4,4,4,4
GEN24_1095751,4,4,4,4
GEN24_1095756,4,4,4,4
GEN24_1095759,4,4,4,4
GEN24_1095760,4,4,4,4
GEN24_1095761,4,4,4,4
GEN24_1095763,4,4,4,4
GEN24_1095767,4,4,4,4
GEN24_1095795,4,4,4,4
GEN24_1095801,4,4,4,4
GEN24_1095803,4,4,3,4
GEN24_1095810,4,4,4,4
GEN24_1095812,4,4,4,4
GEN24_1095814,4,4,4,4
GEN24_1095828,4,4,4,4
GEN24_1095838,4,4,4,4
GEN24_1095840,4,4,4,4
GEN24_1095841,4,4,4,4
GEN24_1095842,4,4,4,4
GEN24_1095844,4,4,4,4
GEN24_1095850,4,4,4,4
GEN24_1095851,3,4,4,4
GEN24_1095855,4,4,4,4
GEN24_1095863,4,4,4,4
GEN24_1095871,4,4,4,4
GEN24_1095873,4,4,4,4
GEN24_1095874,4,4,4,4
GEN24_1095876,4,4,4,4
GEN24_1095881,4,4,3,4
GEN24_1095882,4,4,4,4
GEN24_1095884,4,4,4,4
GEN24_1095886,4,4,4,4
GEN24_1095888,4,4,4,4
GEN24_1095895,4,4,4,4
GEN24_1095900,4,4,4,3
GEN24_1095901,4,4,4,4
GEN24_1095913,4,4,4,4
GEN24_1095915,4,4,4,4
GEN24_1095921,4,4,4,4
GEN24_1095929,4,4,4,4
GEN24_1095936,4,4,4,4
GEN24_1095937,4,4,4,3
GEN24_1095941,4,4,4,4
GEN24_1095942,4,4,4,4
GEN24_1095943,4,4,4,4
GEN24_1095964,4,4,4,4
GEN24_1095988,4,4,4,4
GEN24_1095992,4,4,4,4
GEN24_1095998,3,4,4,4
GEN24_1096000,4,4,4,4
GEN24_1096001,4,4,4,4
GEN24_1096003,4,4,4,4
GEN24_1096009,4,4,4,4
GEN24_1096012,4,4,4,4
GEN24_1096021,4,4,4,4
GEN24_1096022,3,4,3,2
GEN24_1096026,3,4,4,3
GEN24_1096027,4,4,4,4
GEN24_1096035,4,4,4,4
GEN24_1096038,4,4,4,4
GEN24_1096040,4,4,3,4
GEN24_1096044,4,4,4,4
GEN24_1096045,4,4,3,4
GEN24_1096052,4,4,4,4
GEN24_1096053,4,4,4,3
GEN24_1096056,4,4,4,4
GEN24_1096057,4,3,3,4
GEN24_1096059,4,4,4,4
GEN24_1096066,4,4,4,4
GEN24_1096074,4,4,4,4
GEN24_1096076,4,4,4,4
GEN24_1096077,4,4,4,4
GEN24_1096086,4,4,4,4
GEN24_1096090,4,4,4,4
GEN24_1096096,4,4,4,3
GEN24_1096097,4,4,4,4
GEN24_1096106,4,4,4,4
GEN24_1096112,1,1,1,1
GEN24_1096123,4,4,4,4
GEN24_1096144,3,4,3,4
GEN24_1096146,4,4,4,4
GEN24_1096154,4,3,4,4
GEN24_1096156,4,4,4,4
GEN24_1096157,4,4,4,4
GEN24_1096175,4,4,4,4
GEN24_1096192,4,4,4,4
GEN24_1096193,4,4,4,4
GEN24_1096195,4,4,4,4
GEN24_1096198,4,4,4,4
GEN24_1096226,4,4,4,4
GEN24_1096229,4,4,4,4
GEN24_1096232,4,4,4,3
GEN24_1096237,4,4,4,4
GEN24_1096264,4,4,4,4
GEN24_1096265,4,4,4,4
GEN24_1096267,4,4,4,4
GEN24_1096268,4,4,4,4
GEN24_1096275,4,4,4,4
GEN24_1096277,3,3,4,4
GEN24_1096278,4,4,4,4
GEN24_1096281,4,4,4,4
GEN24_1096284,4,4,4,4
GEN24_1096291,4,4,3,4
GEN24_1096295,4,4,4,4
GEN24_1096296,4,3,3,4
GEN24_1096300,4,4,4,4
GEN24_1096308,3,3,3,4
GEN24_1096309,4,4,4,4
GEN24_1096327,4,4,4,4
GEN24_1096332,4,4,4,4
GEN24_1096335,4,4,4,4
GEN24_1096337,4,4,3,4
GEN24_1096350,3,4,4,4
GEN24_1096365,2,3,4,3
GEN24_1096369,4,4,4,4
GEN24_1096379,4,4,4,4
GEN24_1096387,4,4,4,4
GEN24_1096388,4,4,4,4
GEN24_1096389,4,4,4,4
GEN24_1096391,4,4,4,4
GEN24_1096393,4,4,4,4
GEN24_1096395,4,4,4,4
GEN24_1096400,4,4,4,4
GEN24_1096412,3,4,4,4
GEN24_1096414,4,4,4,4
GEN24_1096420,4,4,4,4
GEN24_1096422,4,4,4,4
GEN24_1096428,3,4,4,3
GEN24_1096448,4,4,4,4
GEN24_1096456,4,4,4,4
GEN24_1096469,4,4,4,4
GEN24_1096471,4,4,4,4
GEN24_1096474,4,4,4,3
GEN24_1096479,4,4,4,4
GEN24_1096481,4,4,4,4
GEN24_1096487,4,4,4,4
GEN24_1096488,3,4,4,4
GEN24_1096491,4,4,4,4
GEN24_1096492,4,4,4,3
GEN24_1096494,4,4,3,4
GEN24_1096506,4,4,4,4
GEN24_1096509,3,4,4,4
GEN24_1096532,4,4,4,4
GEN24_1096535,4,4,4,4
GEN24_1096538,4,4,4,4
GEN24_1096539,4,4,4,4
GEN24_1096545,4,4,4,4
GEN24_1096550,3,4,4,4
GEN24_1096551,4,4,4,4
GEN24_1096552,4,4,4,4
GEN24_1096555,4,4,4,4
GEN24_1096560,4,4,4,4
GEN24_1096563,4,4,4,4
GEN24_1096566,4,4,4,4
GEN24_1096579,4,4,4,4
GEN24_1096581,3,3,3,3
GEN24_1096583,4,4,4,4
GEN24_1096586,4,4,4,4
GEN24_1096594,4,4,4,4
