response_id,environment_availability_of_public_facilities_toilets_rubbish_bins_etc,environment_feeling_of_safety,environment_feeling_welcomed,environment_natural_scenery_wilderness,environment_protection_of_natural_resources,environment_protection_of_wildlife_whales_penguins_albatross_kiwi_etc,environment_quality_of_drinking_water,environment_quality_of_flowing_water_rivers_streams_sea,environment_quality_of_the_air
GEN24_28245,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28247,2 - Poor,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good
GEN24_28250,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28251,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_28261,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28268,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,NA,5 - Very Good
GEN24_28327,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28330,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_28387,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28400,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_28409,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28413,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,2 - Poor,5 - Very Good,5 - Very Good
GEN24_28418,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28419,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28421,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28423,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28425,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good
GEN24_28427,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28429,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,NA,NA,NA,5 - Very Good
GEN24_28434,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_28439,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28477,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28484,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_28493,3 - Neither good nor poor,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_28495,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28496,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28502,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28505,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28514,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28521,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28523,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_28526,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28528,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good
GEN24_28529,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28532,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28557,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28558,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28560,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28561,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28563,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28565,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_28566,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28576,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28580,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28614,4 - Good,2 - Poor,4 - Good,4 - Good,4 - Good,NA,4 - Good,NA,5 - Very Good
GEN24_28670,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_28702,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28703,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28707,4 - Good,4 - Good,2 - Poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_28709,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_28722,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28727,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28728,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28735,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28736,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good
GEN24_28743,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28744,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28747,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28750,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28752,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28753,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_28754,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28755,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28760,3 - Neither good nor poor,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28761,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28763,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28764,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_28769,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28772,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28774,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28793,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28821,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28827,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28850,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,2 - Poor,4 - Good
GEN24_28853,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28855,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,4 - Good,NA,5 - Very Good
GEN24_28860,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28862,4 - Good,5 - Very Good,4 - Good,4 - Good,NA,4 - Good,NA,5 - Very Good,5 - Very Good
GEN24_28866,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_28867,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28896,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28900,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_28903,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28904,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_28907,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28922,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor
GEN24_28937,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,NA,5 - Very Good,NA,5 - Very Good
GEN24_28940,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28941,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,5 - Very Good
GEN24_28942,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28945,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_28956,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,NA,5 - Very Good
GEN24_28958,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28960,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28965,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_28976,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_28978,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_28990,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_28996,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29009,NA,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29015,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29017,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29018,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_29021,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29022,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,1 - Very Poor
GEN24_29026,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29032,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29035,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29037,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29038,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29040,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,2 - Poor,5 - Very Good,5 - Very Good
GEN24_29041,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor
GEN24_29042,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29047,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29049,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good
GEN24_29055,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29058,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29063,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,NA,NA,NA,5 - Very Good
GEN24_29065,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_29072,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29079,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_29086,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29088,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29093,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29094,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29102,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_29103,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_29112,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_29119,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29131,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good,5 - Very Good,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_29148,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29149,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_29157,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29163,3 - Neither good nor poor,2 - Poor,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,4 - Good,3 - Neither good nor poor
GEN24_29170,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good
GEN24_29176,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29190,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29191,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29196,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29202,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29217,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29219,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_29225,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA
GEN24_29230,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29235,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,NA,5 - Very Good
GEN24_29236,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29238,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29242,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29260,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good
GEN24_29262,NA,5 - Very Good,5 - Very Good,NA,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_29265,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29269,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29275,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29278,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,4 - Good,2 - Poor,3 - Neither good nor poor,5 - Very Good,NA,4 - Good
GEN24_29279,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29280,4 - Good,4 - Good,3 - Neither good nor poor,NA,NA,NA,4 - Good,NA,4 - Good
GEN24_29284,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_29286,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29295,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29309,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_29313,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_29318,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29342,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good
GEN24_29350,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor
GEN24_29358,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_29360,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_29371,1 - Very Poor,5 - Very Good,1 - Very Poor,5 - Very Good,2 - Poor,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_29374,NA,5 - Very Good,5 - Very Good,4 - Good,NA,NA,5 - Very Good,NA,4 - Good
GEN24_29375,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_29381,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_29389,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29394,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_29395,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29404,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29406,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29414,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29415,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29447,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29448,4 - Good,5 - Very Good,5 - Very Good,NA,NA,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_29460,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29466,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29478,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
