response_id,other_countries_visited_other_countries,other_countries_no_countries_visited,other_countries_visited_before,other_countries_visited_after
GEN24_1041139,1,1,1,0
GEN24_1041140,1,2,1,1
GEN24_1041152,1,2,1,0
GEN24_1041154,1,1,1,0
GEN24_1041156,1,1,1,1
GEN24_1041160,1,1,1,1
GEN24_1041168,1,1,1,0
GEN24_1041169,1,2,1,1
GEN24_1041171,1,1,0,1
GEN24_1041175,1,1,0,1
GEN24_1041181,1,2,1,1
GEN24_1041199,1,1,0,1
GEN24_1041205,1,1,0,1
GEN24_1041213,1,2,1,1
GEN24_1041231,1,1,1,0
GEN24_1041246,1,6,1,1
GEN24_1041253,1,1,0,1
GEN24_1041267,1,4,1,0
GEN24_1041269,1,1,0,1
GEN24_1041279,1,1,1,1
GEN24_1041280,1,2,1,1
GEN24_1041282,1,1,1,0
GEN24_1041285,1,2,1,0
GEN24_1041286,1,1,1,1
GEN24_1041290,1,1,1,0
GEN24_1041291,1,1,1,0
GEN24_1041292,1,3,1,1
GEN24_1041297,1,2,1,1
GEN24_1041330,1,1,1,0
GEN24_1041339,1,1,1,1
GEN24_1041347,1,4,1,0
GEN24_1041361,1,1,1,0
GEN24_1041391,1,1,1,0
GEN24_1041393,1,1,1,0
GEN24_1041408,1,3,1,1
GEN24_1041410,1,3,0,1
GEN24_1041421,1,1,1,1
GEN24_1041424,1,1,0,1
GEN24_1041436,1,1,1,1
GEN24_1041450,1,2,1,1
GEN24_1041483,1,2,1,0
GEN24_1041492,1,1,1,0
GEN24_1041499,1,1,1,0
GEN24_1041542,1,1,1,0
GEN24_1041559,1,1,0,1
GEN24_1041593,1,1,0,1
GEN24_1041616,1,2,1,1
GEN24_1041634,1,1,0,1
GEN24_1041672,1,1,0,1
GEN24_1041681,1,1,1,1
GEN24_1041682,1,2,1,1
GEN24_1041684,1,1,1,0
GEN24_1041706,1,2,1,1
GEN24_1041711,1,1,1,0
GEN24_1041712,1,2,1,1
GEN24_1041716,1,1,0,1
GEN24_1041760,1,1,1,0
GEN24_1041770,1,1,1,1
GEN24_1041780,1,5,1,0
GEN24_1041807,1,1,1,0
GEN24_1041822,1,1,1,1
GEN24_1041825,1,1,1,0
GEN24_1041830,1,1,0,1
GEN24_1041831,1,1,0,1
GEN24_1041836,1,1,1,0
GEN24_1041844,1,1,1,1
GEN24_1041851,1,1,0,1
GEN24_1041871,1,4,1,1
GEN24_1041879,1,1,1,0
GEN24_1041906,1,1,0,1
GEN24_1041908,1,2,1,1
GEN24_1041911,1,2,1,1
GEN24_1041913,1,1,0,1
GEN24_1041925,1,1,0,1
GEN24_1041928,1,2,1,1
GEN24_1041970,1,4,1,0
GEN24_1041971,1,1,1,0
GEN24_1042011,1,1,0,1
GEN24_1042044,1,1,0,1
GEN24_1042092,1,1,0,1
GEN24_1042094,1,1,1,0
GEN24_1042103,1,1,1,0
GEN24_1042109,1,2,1,1
GEN24_1042116,1,2,1,0
GEN24_1042138,1,2,1,1
GEN24_1042148,1,1,1,0
GEN24_1042158,1,1,1,1
GEN24_1042201,1,1,1,0
GEN24_1042202,1,3,1,0
GEN24_1042207,1,1,1,1
GEN24_1042214,1,1,1,0
GEN24_1042246,1,1,1,0
GEN24_1042285,1,1,1,0
GEN24_1042299,1,1,1,0
GEN24_1042301,1,1,1,0
GEN24_1042319,1,1,0,1
GEN24_1042350,1,1,1,0
GEN24_1042368,1,4,1,0
GEN24_1042390,1,1,0,1
GEN24_1042465,1,1,1,0
GEN24_1042505,1,2,1,1
GEN24_1042556,1,2,1,1
GEN24_1042557,1,1,0,1
GEN24_1042561,1,1,1,0
GEN24_1042570,1,1,1,0
GEN24_1042642,1,1,0,1
GEN24_1042655,1,2,1,1
GEN24_1042674,1,1,0,1
GEN24_1042681,1,1,1,0
GEN24_1042708,1,1,0,1
GEN24_1042717,1,2,1,0
GEN24_1042721,1,2,1,1
GEN24_1042735,1,1,1,0
GEN24_1042791,1,2,1,1
GEN24_1042812,1,2,1,1
GEN24_1042844,1,1,1,0
GEN24_1042850,1,1,1,1
GEN24_1042854,1,1,1,0
GEN24_1042855,1,1,1,1
GEN24_1042867,1,1,1,1
GEN24_1042879,1,1,0,1
GEN24_1042909,1,4,1,0
GEN24_1042924,1,2,1,1
GEN24_1042933,1,1,1,0
GEN24_1042935,1,1,1,0
GEN24_1042960,1,1,1,0
GEN24_1042961,1,2,1,1
GEN24_1043012,1,2,1,1
GEN24_1043057,1,1,1,0
GEN24_1043064,1,1,1,0
GEN24_1043065,1,1,1,1
GEN24_1043073,1,3,0,1
GEN24_1043082,1,1,0,1
GEN24_1043103,1,1,1,0
GEN24_1043107,1,1,1,0
GEN24_1043112,1,1,1,0
GEN24_1043149,1,1,1,1
GEN24_1043156,1,2,1,1
GEN24_1043171,1,1,1,0
GEN24_1043174,1,1,0,1
GEN24_1043176,1,1,1,0
GEN24_1043225,1,2,1,1
GEN24_1043236,1,1,1,0
GEN24_1043238,1,1,1,0
GEN24_1043239,1,1,1,0
GEN24_1043246,1,1,1,0
GEN24_1043297,1,2,1,0
GEN24_1043304,1,1,1,0
GEN24_1043307,1,1,1,0
GEN24_1043308,1,1,1,0
GEN24_1043315,1,2,0,1
GEN24_1043332,1,1,1,1
GEN24_1043378,1,1,1,1
GEN24_1043383,1,1,1,0
GEN24_1043387,1,1,1,1
GEN24_1043401,1,1,1,0
GEN24_1043403,1,1,1,1
GEN24_1043405,1,1,1,0
GEN24_1043412,1,2,1,1
GEN24_1043421,1,1,1,0
GEN24_1043424,1,1,1,0
GEN24_1043432,1,1,0,1
GEN24_1043433,1,1,0,1
GEN24_1043472,1,4,1,0
GEN24_1043481,1,2,1,1
GEN24_1043482,1,1,1,0
GEN24_1043505,1,1,1,0
GEN24_1043530,1,1,1,1
GEN24_1043531,1,1,0,1
GEN24_1043535,1,1,0,1
GEN24_1043538,1,1,1,0
GEN24_1043562,1,1,0,1
GEN24_1043567,1,2,1,1
GEN24_1043576,1,1,1,0
GEN24_1043595,1,1,1,1
GEN24_1043597,1,1,1,1
GEN24_1043608,1,1,1,0
GEN24_1043652,1,1,1,0
GEN24_1043658,1,1,1,1
GEN24_1043672,1,1,1,0
GEN24_1043677,1,1,1,0
GEN24_1043712,1,1,1,0
GEN24_1043738,1,1,0,1
GEN24_1043752,1,1,0,1
GEN24_1043767,1,1,1,0
GEN24_1043771,1,1,1,1
GEN24_1043773,1,1,1,0
GEN24_1043782,1,2,0,1
GEN24_1043788,1,1,1,0
GEN24_1043797,1,1,1,0
GEN24_1043838,1,4,0,1
GEN24_1043841,1,1,0,1
GEN24_1043886,1,1,1,0
GEN24_1043900,1,1,1,0
GEN24_1043942,1,1,1,0
GEN24_1043952,1,1,1,0
GEN24_1043971,1,1,1,0
GEN24_1043982,1,1,0,1
GEN24_1043991,1,1,0,1
GEN24_1043998,1,2,0,1
GEN24_1044004,1,2,1,1
GEN24_1044027,1,1,1,1
GEN24_1044043,1,1,1,1
GEN24_1044073,1,1,0,1
GEN24_1044076,1,1,1,0
GEN24_1044079,1,1,0,1
GEN24_1044080,1,1,0,1
GEN24_1044099,1,1,0,1
GEN24_1044100,1,1,1,0
GEN24_1044152,1,4,1,0
GEN24_1044171,1,1,1,1
GEN24_1044203,1,1,1,0
GEN24_1044226,1,1,0,1
GEN24_1044248,1,1,0,1
GEN24_1044252,1,2,1,1
GEN24_1044266,1,1,0,1
GEN24_1044281,1,1,1,0
GEN24_1044287,1,1,1,1
GEN24_1044293,1,1,0,1
GEN24_1044316,1,2,1,1
GEN24_1044332,1,1,1,1
GEN24_1044368,1,1,1,0
GEN24_1044370,1,2,1,1
GEN24_1044411,1,1,1,1
GEN24_1044415,1,1,0,1
GEN24_1044450,1,1,1,0
GEN24_1044459,1,2,1,1
GEN24_1044462,1,1,1,0
GEN24_1044479,1,1,0,1
GEN24_1044490,1,1,1,1
GEN24_1044491,1,1,1,0
GEN24_1044498,1,2,1,1
GEN24_1044538,1,2,1,0
GEN24_1044548,1,2,0,1
GEN24_1044559,1,2,1,1
GEN24_1044569,1,1,0,1
GEN24_1044576,1,1,0,1
GEN24_1044581,1,3,1,1
GEN24_1044585,1,4,1,1
GEN24_1044589,1,2,1,1
GEN24_1044590,1,2,1,1
GEN24_1044616,1,2,1,1
GEN24_1044675,1,1,1,0
GEN24_1044676,1,2,1,0
GEN24_1044693,1,1,1,0
GEN24_1044758,1,1,1,0
GEN24_1044766,1,1,0,1
GEN24_1044770,1,1,1,0
GEN24_1044777,1,1,1,1
GEN24_1044786,1,2,1,0
GEN24_1044811,1,3,1,1
GEN24_1044843,1,3,1,1
GEN24_1044850,1,1,1,0
GEN24_1044913,1,2,1,1
GEN24_1044925,1,1,1,0
GEN24_1044969,1,2,1,0
GEN24_1044987,1,1,1,1
GEN24_1045016,1,1,1,0
GEN24_1045068,1,1,1,0
GEN24_1045073,1,1,1,1
GEN24_1045074,1,1,1,0
GEN24_1045092,1,1,0,1
GEN24_1045118,1,1,1,0
GEN24_1045125,1,1,1,0
GEN24_1045147,1,1,1,0
GEN24_1045154,1,1,1,0
GEN24_1045156,1,2,1,1
GEN24_1045162,1,2,1,1
GEN24_1045164,1,5,1,1
GEN24_1045176,1,1,0,1
GEN24_1045189,1,1,1,0
GEN24_1045193,1,4,1,0
GEN24_1045203,1,1,1,1
GEN24_1045233,1,2,1,0
GEN24_1045268,1,1,0,1
GEN24_1045280,1,1,0,1
GEN24_1045324,1,1,0,1
GEN24_1045331,1,1,0,1
GEN24_1045340,1,5,1,1
GEN24_1045426,1,1,1,1
GEN24_1045459,1,1,1,0
GEN24_1045475,1,1,1,0
GEN24_1045480,1,1,0,1
GEN24_1045487,1,1,1,1
GEN24_1045554,1,1,1,0
GEN24_1045556,1,1,0,1
GEN24_1045589,1,1,0,1
GEN24_1045602,1,5,1,0
GEN24_1045641,1,2,1,1
GEN24_1045683,1,1,1,0
GEN24_1045695,1,1,1,0
GEN24_1045710,1,2,1,1
GEN24_1045716,1,2,1,1
GEN24_1045723,1,2,1,0
GEN24_1045726,1,9,1,1
GEN24_1045780,1,2,1,1
GEN24_1045795,1,3,1,0
GEN24_1045796,1,1,1,0
GEN24_1045802,1,1,1,0
GEN24_1045827,1,1,0,1
GEN24_1045892,1,1,1,0
GEN24_1045900,1,4,0,1
GEN24_1045909,1,1,0,1
GEN24_1045914,1,1,1,0
GEN24_1045918,1,1,1,1
GEN24_1045937,1,1,1,1
GEN24_1045962,1,1,1,1
GEN24_1045973,1,1,1,0
GEN24_1045981,1,1,1,0
GEN24_1046000,1,1,1,1
GEN24_1046002,1,2,1,0
GEN24_1046011,1,8,1,1
GEN24_1046022,1,1,1,0
GEN24_1046028,1,1,1,0
GEN24_1046040,1,1,0,1
GEN24_1046073,1,2,1,1
GEN24_1046094,1,1,1,0
GEN24_1046144,1,1,0,1
GEN24_1046152,1,1,1,1
GEN24_1046160,1,3,1,1
GEN24_1046172,1,1,0,1
GEN24_1046183,1,1,0,1
GEN24_1046184,1,1,1,0
GEN24_1046209,1,1,0,1
GEN24_1046217,1,1,1,1
GEN24_1046242,1,1,1,0
GEN24_1046255,1,1,1,0
GEN24_1046328,1,1,0,1
GEN24_1046345,1,1,1,0
GEN24_1046353,1,2,1,1
GEN24_1046356,1,2,1,1
GEN24_1046360,1,1,0,1
GEN24_1046421,1,5,1,1
GEN24_1046425,1,2,1,1
GEN24_1046472,1,1,0,1
GEN24_1046484,1,1,1,0
GEN24_1046522,1,1,1,1
GEN24_1046562,1,1,1,1
GEN24_1046563,1,1,1,1
GEN24_1046574,1,1,0,1
GEN24_1046576,1,1,1,1
GEN24_1046644,1,1,0,1
GEN24_1046691,1,1,1,0
GEN24_1046713,1,1,1,0
GEN24_1046752,1,1,0,1
GEN24_1046753,1,1,1,0
GEN24_1046754,1,2,1,1
GEN24_1046779,1,1,1,0
GEN24_1046900,1,1,1,1
GEN24_1046902,1,1,1,0
GEN24_1046978,1,1,0,1
GEN24_1046981,1,2,1,1
GEN24_1046992,1,1,1,1
GEN24_1047000,1,1,1,1
GEN24_1047023,1,1,1,0
GEN24_1047037,1,1,1,1
GEN24_1047048,1,1,1,1
GEN24_1047049,1,4,1,1
GEN24_1047065,1,1,1,1
GEN24_1047071,1,1,1,0
GEN24_1047094,1,1,0,1
GEN24_1047101,1,1,1,0
GEN24_1047118,1,2,1,1
GEN24_1047131,1,1,0,1
GEN24_1047134,1,1,1,0
GEN24_1047136,1,1,1,1
GEN24_1047169,1,1,1,0
GEN24_1047176,1,1,1,0
GEN24_1047181,1,1,0,1
GEN24_1047187,1,4,1,1
GEN24_1047195,1,4,1,1
GEN24_1047218,1,1,1,1
GEN24_1047225,1,1,1,1
GEN24_1047232,1,1,1,1
GEN24_1047238,1,1,1,1
GEN24_1047261,1,8,1,1
GEN24_1047296,1,1,1,1
GEN24_1047300,1,1,1,1
GEN24_1047325,1,1,0,1
GEN24_1047359,1,1,0,1
GEN24_1047373,1,1,0,1
GEN24_1047392,1,2,1,0
GEN24_1047396,1,2,1,1
GEN24_1047404,1,1,1,0
GEN24_1047428,1,1,1,0
GEN24_1047430,1,2,1,0
GEN24_1047435,1,1,0,1
GEN24_1047445,1,5,1,0
GEN24_1047453,1,1,1,0
GEN24_1047460,1,1,0,1
GEN24_1047491,1,1,0,1
GEN24_1047497,1,1,0,1
GEN24_1047500,1,1,0,1
GEN24_1047513,1,1,1,1
GEN24_1047528,1,1,1,0
GEN24_1047536,1,1,1,0
GEN24_1047588,1,1,1,1
GEN24_1047607,1,1,1,0
GEN24_1047656,1,1,1,0
GEN24_1047658,1,1,1,1
GEN24_1047709,1,2,1,0
GEN24_1047721,1,1,1,1
GEN24_1047727,1,1,1,0
GEN24_1047752,1,1,1,0
GEN24_1047767,1,1,1,1
GEN24_1047774,1,1,1,1
GEN24_1047795,1,2,0,1
GEN24_1047855,1,1,1,1
GEN24_1047867,1,1,0,1
GEN24_1047947,1,1,0,1
GEN24_1047948,1,1,1,1
GEN24_1047978,1,1,1,0
GEN24_1048012,1,1,1,0
GEN24_1048013,1,1,1,0
GEN24_1048016,1,1,0,1
GEN24_1048020,1,5,0,1
GEN24_1048021,1,3,1,1
GEN24_1048035,1,8,1,1
GEN24_1048047,1,1,1,1
GEN24_1048051,1,7,1,1
GEN24_1048064,1,4,1,1
GEN24_1048067,1,1,1,0
GEN24_1048068,1,1,0,1
GEN24_1048071,1,1,1,1
GEN24_1048078,1,1,1,0
GEN24_1048079,1,1,1,0
GEN24_1048103,1,1,0,1
GEN24_1048123,1,1,0,1
GEN24_1048169,1,1,1,1
GEN24_1048215,1,1,1,0
GEN24_1048221,1,1,1,0
GEN24_1048227,1,1,0,1
GEN24_1048265,1,1,1,1
GEN24_1048267,1,1,0,1
GEN24_1048282,1,1,1,1
GEN24_1048284,1,1,0,1
GEN24_1048340,1,1,1,1
GEN24_1048362,1,2,1,1
GEN24_1048374,1,1,0,1
GEN24_1048382,1,1,1,0
GEN24_1048383,1,1,0,1
GEN24_1048396,1,1,0,1
GEN24_1048401,1,1,1,0
GEN24_1048412,1,1,1,1
GEN24_1048433,1,1,1,0
GEN24_1048435,1,1,1,0
GEN24_1048436,1,1,1,0
GEN24_1048452,1,1,1,0
GEN24_1048468,1,1,0,1
GEN24_1048473,1,1,1,0
GEN24_1048477,1,1,1,0
GEN24_1048479,1,1,0,1
GEN24_1048486,1,1,0,1
GEN24_1048498,1,2,1,1
GEN24_1048500,1,1,1,1
GEN24_1048535,1,2,1,1
GEN24_1048557,1,2,0,1
GEN24_1048597,1,1,1,0
GEN24_1048599,1,1,1,0
GEN24_1048608,1,1,0,1
GEN24_1048643,1,1,1,1
GEN24_1048668,1,1,1,1
GEN24_1048670,1,1,0,1
GEN24_1048693,1,1,0,1
GEN24_1048709,1,1,1,1
GEN24_1048712,1,1,1,0
GEN24_1048755,1,2,1,1
GEN24_1048762,1,1,1,1
GEN24_1048802,1,4,1,0
GEN24_1048847,1,2,1,1
GEN24_1048848,1,4,1,0
GEN24_1048852,1,2,1,1
GEN24_1048868,1,1,0,1
GEN24_1048883,1,2,1,1
GEN24_1048932,1,1,0,1
GEN24_1048933,1,1,1,0
GEN24_1048966,1,1,1,0
GEN24_1048973,1,2,1,1
GEN24_1048977,1,2,1,0
GEN24_1048980,1,1,0,1
GEN24_1049020,1,2,1,1
GEN24_1049025,1,7,1,1
GEN24_1049032,1,1,1,0
GEN24_1049034,1,1,1,1
GEN24_1049041,1,1,1,0
GEN24_1049050,1,2,1,1
GEN24_1049089,1,1,1,0
GEN24_1049116,1,1,1,0
GEN24_1049121,1,1,1,0
GEN24_1049195,1,1,1,0
GEN24_1049228,1,1,1,0
GEN24_1049263,1,1,1,0
GEN24_1049264,1,2,1,1
GEN24_1049266,1,1,0,1
GEN24_1049281,1,1,1,0
GEN24_1049282,1,1,1,0
GEN24_1049284,1,2,1,0
GEN24_1049319,1,2,1,1
GEN24_1049334,1,1,1,0
GEN24_1049335,1,1,1,1
GEN24_1049339,1,1,0,1
GEN24_1049349,1,5,1,1
GEN24_1049355,1,1,0,1
GEN24_1049356,1,2,1,1
GEN24_1049371,1,1,0,1
GEN24_1049414,1,2,1,0
GEN24_1049423,1,1,1,0
GEN24_1049429,1,1,1,1
GEN24_1049430,1,1,1,1
GEN24_1049448,1,1,1,0
GEN24_1049459,1,1,1,0
GEN24_1049467,1,1,1,0
GEN24_1049500,1,1,0,1
GEN24_1049504,1,1,1,0
GEN24_1049521,1,3,1,1
GEN24_1049544,1,1,1,0
GEN24_1049554,1,1,1,0
GEN24_1049555,1,1,1,0
GEN24_1049571,1,1,0,1
GEN24_1049604,1,1,1,0
GEN24_1049631,1,1,0,1
GEN24_1049661,1,1,0,1
GEN24_1049706,1,2,1,0
GEN24_1049747,1,1,1,0
GEN24_1049782,1,1,1,0
GEN24_1049789,1,1,1,1
GEN24_1049808,1,1,0,1
GEN24_1049827,1,1,0,1
GEN24_1049829,1,1,1,1
GEN24_1049859,1,1,0,1
GEN24_1049898,1,1,0,1
GEN24_1049903,1,1,0,1
GEN24_1049919,1,2,1,1
GEN24_1049925,1,1,1,0
GEN24_1049928,1,1,1,0
GEN24_1049957,1,1,0,1
GEN24_1049967,1,1,0,1
GEN24_1049972,1,1,1,0
GEN24_1049973,1,1,0,1
GEN24_1049985,1,2,1,1
GEN24_1049987,1,1,0,1
GEN24_1049996,1,2,1,1
GEN24_1050010,1,1,1,0
GEN24_1050013,1,1,1,1
GEN24_1050014,1,3,1,1
GEN24_1050022,1,2,1,1
GEN24_1050023,1,2,1,1
GEN24_1050025,1,1,1,0
GEN24_1050033,1,1,1,1
GEN24_1050054,1,1,0,1
GEN24_1050071,1,1,1,0
GEN24_1050082,1,2,1,1
GEN24_1050083,1,1,0,1
GEN24_1050087,1,2,1,0
GEN24_1050094,1,1,1,0
GEN24_1050117,1,3,1,0
GEN24_1050118,1,1,1,1
GEN24_1050128,1,1,1,1
GEN24_1050135,1,1,1,0
GEN24_1050142,1,5,1,1
GEN24_1050164,1,4,1,1
GEN24_1050251,1,1,1,0
GEN24_1050252,1,1,1,1
GEN24_1050270,1,1,1,0
GEN24_1050307,1,6,1,1
GEN24_1050337,1,1,1,0
GEN24_1050409,1,1,1,1
GEN24_1050415,1,1,1,0
GEN24_1050422,1,1,0,1
GEN24_1050432,1,1,1,1
GEN24_1050447,1,1,1,0
GEN24_1050468,1,2,1,0
GEN24_1050475,1,1,1,1
GEN24_1050525,1,1,1,0
GEN24_1050597,1,1,1,0
GEN24_1050606,1,1,1,0
GEN24_1050632,1,1,1,0
GEN24_1050635,1,1,0,1
GEN24_1050639,1,1,1,0
GEN24_1050662,1,1,0,1
GEN24_1050667,1,1,1,0
GEN24_1050679,1,1,1,1
GEN24_1050686,1,1,1,0
GEN24_1050692,1,3,1,1
GEN24_1050705,1,2,1,1
GEN24_1050711,1,1,1,0
GEN24_1050732,1,1,0,1
GEN24_1050740,1,1,1,0
GEN24_1050768,1,1,0,1
GEN24_1050783,1,1,0,1
GEN24_1050802,1,1,1,0
GEN24_1050813,1,2,1,1
GEN24_1050814,1,1,1,1
GEN24_1050816,1,1,0,1
GEN24_1050817,1,1,0,1
GEN24_1050821,1,1,1,1
GEN24_1050839,1,1,1,0
GEN24_1050862,1,1,1,0
GEN24_1050872,1,1,1,1
GEN24_1050875,1,2,1,1
GEN24_1050877,1,2,1,1
GEN24_1050882,1,1,1,0
GEN24_1050904,1,1,1,1
GEN24_1050921,1,1,1,0
GEN24_1050941,1,1,1,0
GEN24_1050943,1,1,0,1
GEN24_1050955,1,1,0,1
GEN24_1050992,1,1,0,1
GEN24_1051002,1,4,1,0
GEN24_1051009,1,1,1,0
GEN24_1051019,1,1,1,0
GEN24_1051025,1,1,1,1
GEN24_1051039,1,2,0,1
GEN24_1051046,1,1,0,1
GEN24_1051048,1,1,1,1
GEN24_1051061,1,1,1,0
GEN24_1051062,1,1,1,0
GEN24_1051064,1,1,1,0
GEN24_1051067,1,1,1,0
GEN24_1051081,1,2,1,0
GEN24_1051084,1,4,1,1
GEN24_1051091,1,1,1,0
GEN24_1051135,1,1,1,1
GEN24_1051136,1,1,1,1
GEN24_1051145,1,1,0,1
GEN24_1051149,1,2,1,1
GEN24_1051155,1,1,1,0
GEN24_1051169,1,1,0,1
GEN24_1051178,1,3,0,1
GEN24_1051187,1,1,0,1
GEN24_1051196,1,1,1,0
GEN24_1051198,1,1,1,1
GEN24_1051213,1,1,0,1
GEN24_1051227,1,1,1,1
GEN24_1051231,1,1,1,1
GEN24_1051236,1,1,1,0
GEN24_1051248,1,1,1,0
GEN24_1051252,1,1,1,0
GEN24_1051278,1,1,1,1
GEN24_1051279,1,1,1,0
GEN24_1051280,1,1,1,1
GEN24_1051283,1,2,1,1
GEN24_1051284,1,1,1,0
GEN24_1051294,1,1,1,0
GEN24_1051306,1,1,1,1
GEN24_1051309,1,2,1,1
GEN24_1051313,1,2,1,0
GEN24_1051318,1,1,1,1
GEN24_1051319,1,1,1,0
GEN24_1051320,1,1,1,0
GEN24_1051335,1,1,1,0
GEN24_1051348,1,1,1,1
GEN24_1051350,1,1,1,1
GEN24_1051351,1,1,1,0
GEN24_1051352,1,1,1,0
GEN24_1051356,1,1,1,0
GEN24_1051365,1,2,1,0
GEN24_1051375,1,1,1,0
GEN24_1051386,1,1,0,1
GEN24_1051407,1,2,0,1
GEN24_1051431,1,1,0,1
GEN24_1051458,1,1,1,0
GEN24_1051471,1,1,0,1
GEN24_1051475,1,1,1,0
GEN24_1051479,1,1,0,1
GEN24_1051502,1,1,1,0
GEN24_1051558,1,1,0,1
GEN24_1051559,1,2,1,1
GEN24_1051567,1,2,1,1
GEN24_1051569,1,2,1,1
GEN24_1051584,1,1,1,0
GEN24_1051596,1,1,1,0
GEN24_1051598,1,1,1,0
GEN24_1051605,1,1,1,1
GEN24_1051618,1,1,1,1
GEN24_1051634,1,2,1,0
GEN24_1051662,1,1,1,0
GEN24_1051668,1,1,0,1
GEN24_1051686,1,1,1,0
GEN24_1051699,1,1,1,0
GEN24_1051704,1,1,1,1
GEN24_1051716,1,1,1,0
GEN24_1051723,1,1,1,1
GEN24_1051736,1,1,1,0
GEN24_1051761,1,2,1,1
GEN24_1051772,1,1,1,1
GEN24_1051779,1,1,1,0
GEN24_1051795,1,1,1,0
GEN24_1051823,1,2,1,1
GEN24_1051839,1,1,1,1
GEN24_1051952,1,2,1,0
GEN24_1051961,1,3,1,1
GEN24_1051963,1,2,0,1
GEN24_1051968,1,1,1,1
GEN24_1051969,1,1,1,0
GEN24_1051978,1,1,1,0
GEN24_1051983,1,1,0,1
GEN24_1051987,1,2,1,1
GEN24_1051998,1,2,1,1
GEN24_1052027,1,1,1,0
GEN24_1052028,1,1,1,0
GEN24_1052035,1,1,0,1
GEN24_1052047,1,3,1,1
GEN24_1052070,1,1,1,0
GEN24_1052080,1,5,1,1
GEN24_1052091,1,1,1,1
GEN24_1052138,1,2,1,1
GEN24_1052145,1,2,1,1
GEN24_1052146,1,1,0,1
GEN24_1052148,1,2,1,1
GEN24_1052155,1,3,1,1
GEN24_1052166,1,3,1,1
GEN24_1052170,1,1,1,1
GEN24_1052188,1,6,1,1
GEN24_1052214,1,1,1,0
GEN24_1052241,1,1,1,1
GEN24_1052256,1,1,0,1
GEN24_1052277,1,1,1,0
GEN24_1052292,1,1,0,1
GEN24_1052295,1,1,1,1
GEN24_1052302,1,1,1,0
GEN24_1052305,1,1,1,0
GEN24_1052307,1,1,1,0
GEN24_1052338,1,1,1,1
GEN24_1052355,1,1,1,0
GEN24_1052361,1,1,0,1
GEN24_1052366,1,1,1,0
GEN24_1052401,1,1,1,0
GEN24_1052415,1,1,1,1
GEN24_1052417,1,1,1,0
GEN24_1052424,1,1,1,0
GEN24_1052440,1,4,1,0
GEN24_1052449,1,1,1,0
GEN24_1052460,1,1,1,1
GEN24_1052473,1,1,0,1
GEN24_1052474,1,1,0,1
GEN24_1052477,1,3,0,1
GEN24_1052489,1,1,0,1
GEN24_1052499,1,1,1,0
GEN24_1052510,1,3,0,1
GEN24_1052517,1,1,1,0
GEN24_1052554,1,2,1,1
GEN24_1052572,1,2,1,1
GEN24_1052573,1,1,1,0
GEN24_1052576,1,1,0,1
GEN24_1052578,1,6,1,1
GEN24_1052579,1,3,1,1
GEN24_1052584,1,1,0,1
GEN24_1052586,1,1,0,1
GEN24_1052589,1,1,1,1
GEN24_1052593,1,1,1,0
GEN24_1052635,1,2,1,0
GEN24_1052668,1,1,1,0
GEN24_1052704,1,1,1,1
GEN24_1052723,1,2,1,1
GEN24_1052729,1,1,1,1
GEN24_1052731,1,2,1,0
GEN24_1052763,1,1,1,0
GEN24_1052777,1,1,1,0
GEN24_1052781,1,3,1,1
GEN24_1052785,1,1,1,1
GEN24_1052794,1,1,0,1
GEN24_1052808,1,4,1,1
GEN24_1052809,1,3,1,1
GEN24_1052817,1,1,0,1
GEN24_1052819,1,1,1,0
GEN24_1052830,1,1,0,1
GEN24_1052831,1,2,1,1
GEN24_1052837,1,1,1,0
GEN24_1052857,1,1,0,1
GEN24_1052863,1,1,1,1
GEN24_1052871,1,1,1,0
GEN24_1052878,1,1,0,1
GEN24_1052884,1,1,0,1
GEN24_1052887,1,1,1,0
GEN24_1052899,1,1,1,1
GEN24_1052904,1,1,0,1
GEN24_1052905,1,1,0,1
GEN24_1052917,1,1,0,1
GEN24_1052922,1,5,1,1
GEN24_1052925,1,3,1,1
GEN24_1052926,1,2,1,1
GEN24_1052929,1,1,0,1
GEN24_1052930,1,2,1,1
GEN24_1052941,1,1,1,0
GEN24_1052954,1,5,1,1
GEN24_1052958,1,3,1,1
GEN24_1052981,1,1,0,1
GEN24_1052983,1,3,1,1
GEN24_1052987,1,1,1,0
GEN24_1053019,1,4,1,0
GEN24_1053023,1,1,1,1
GEN24_1053024,1,1,1,1
GEN24_1053033,1,2,0,1
GEN24_1053046,1,1,0,1
GEN24_1053050,1,1,1,0
GEN24_1053061,1,1,1,1
GEN24_1053068,1,1,1,1
GEN24_1053070,1,1,1,0
GEN24_1053074,1,3,1,1
GEN24_1053083,1,1,0,1
GEN24_1053086,1,2,0,1
GEN24_1053091,1,1,1,0
GEN24_1053094,1,2,1,1
GEN24_1053109,1,1,0,1
GEN24_1053139,1,1,1,1
GEN24_1053142,1,1,0,1
GEN24_1053147,1,1,1,0
GEN24_1053149,1,1,1,1
GEN24_1053150,1,1,1,1
GEN24_1053168,1,3,1,1
GEN24_1053174,1,1,1,0
GEN24_1053187,1,1,0,1
GEN24_1053213,1,1,0,1
GEN24_1053220,1,1,0,1
GEN24_1053245,1,1,0,1
GEN24_1053246,1,2,1,1
GEN24_1053260,1,1,1,1
GEN24_1053268,1,2,1,1
GEN24_1053284,1,1,0,1
